episode,winner,PPO,Random
3645,Random,-1,1
3646,Random,-1,1
3647,Random,-1,1
3648,Random,-1,1
3649,Random,-1,1
3650,PPO,1,-1
3651,Random,-1,1
3652,PPO,1,-1
3653,Random,-1,1
3654,PPO,1,-1
3655,PPO,1,-1
3656,Random,-1,1
3657,Random,-1,1
3658,PPO,1,-1
3659,Random,-1,1
3660,PPO,1,-1
3661,PPO,1,-1
3662,PPO,1,-1
3663,Random,-1,1
3664,PPO,1,-1
3665,Random,-1,1
3666,PPO,1,-1
3667,PPO,1,-1
3668,PPO,1,-1
3669,PPO,1,-1
3670,Random,-1,1
3671,PPO,1,-1
3672,Random,-1,1
3673,Random,-1,1
3674,PPO,1,-1
3675,Random,-1,1
3676,PPO,1,-1
3677,Random,-1,1
3678,PPO,1,-1
3679,Random,-1,1
3680,PPO,1,-1
3681,Random,-1,1
3682,Random,-1,1
3683,PPO,1,-1
3684,PPO,1,-1
3685,PPO,1,-1
3686,PPO,1,-1
3687,PPO,1,-1
3688,Random,-1,1
3689,Random,-1,1
3690,Random,-1,1
3691,Random,-1,1
3692,PPO,1,-1
3693,Random,-1,1
3694,PPO,1,-1
3695,Random,-1,1
3696,PPO,1,-1
3697,PPO,1,-1
3698,PPO,1,-1
3699,Random,-1,1
3700,PPO,1,-1
3701,Random,-1,1
3702,Random,-1,1
3703,Random,-1,1
3704,Random,-1,1
3705,PPO,1,-1
3706,PPO,1,-1
3707,PPO,1,-1
3708,PPO,1,-1
3709,Random,-1,1
3710,PPO,1,-1
3711,PPO,1,-1
3712,Random,-1,1
3713,PPO,1,-1
3714,PPO,1,-1
3715,Random,-1,1
3716,PPO,1,-1
3717,Random,-1,1
3718,Random,-1,1
3719,Random,-1,1
3720,PPO,1,-1
3721,Random,-1,1
3722,PPO,1,-1
3723,PPO,1,-1
3724,Random,-1,1
3725,PPO,1,-1
3726,PPO,1,-1
3727,PPO,1,-1
3728,PPO,1,-1
3729,PPO,1,-1
3730,PPO,1,-1
3731,PPO,1,-1
3732,PPO,1,-1
3733,PPO,1,-1
3734,PPO,1,-1
3735,PPO,1,-1
3736,Random,-1,1
3737,PPO,1,-1
3738,PPO,1,-1
3739,PPO,1,-1
3740,PPO,1,-1
3741,Random,-1,1
3742,PPO,1,-1
3743,PPO,1,-1
3744,PPO,1,-1
3745,PPO,1,-1
3746,Random,-1,1
3747,Random,-1,1
3748,PPO,1,-1
3749,PPO,1,-1
3750,PPO,1,-1
3751,PPO,1,-1
3752,PPO,1,-1
3753,PPO,1,-1
3754,PPO,1,-1
3755,PPO,1,-1
3756,PPO,1,-1
3757,PPO,1,-1
3758,Random,-1,1
3759,PPO,1,-1
3760,PPO,1,-1
3761,PPO,1,-1
3762,PPO,1,-1
3763,PPO,1,-1
3764,PPO,1,-1
3765,PPO,1,-1
3766,PPO,1,-1
3767,PPO,1,-1
3768,PPO,1,-1
3769,PPO,1,-1
3770,Random,-1,1
3771,Random,-1,1
3772,Random,-1,1
3773,PPO,1,-1
3774,PPO,1,-1
3775,Random,-1,1
3776,PPO,1,-1
3777,PPO,1,-1
3778,Random,-1,1
3779,Random,-1,1
3780,PPO,1,-1
3781,PPO,1,-1
3782,PPO,1,-1
3783,Random,-1,1
3784,Random,-1,1
3785,Random,-1,1
3786,PPO,1,-1
3787,Random,-1,1
3788,PPO,1,-1
3789,Random,-1,1
3790,PPO,1,-1
3791,PPO,1,-1
3792,Random,-1,1
3793,PPO,1,-1
3794,PPO,1,-1
3795,Random,-1,1
3796,PPO,1,-1
3797,PPO,1,-1
3798,PPO,1,-1
3799,PPO,1,-1
3800,Random,-1,1
3801,Random,-1,1
3802,PPO,1,-1
3803,PPO,1,-1
3804,PPO,1,-1
3805,Random,-1,1
3806,PPO,1,-1
3807,Random,-1,1
3808,PPO,1,-1
3809,Random,-1,1
3810,Random,-1,1
3811,PPO,1,-1
3812,PPO,1,-1
3813,PPO,1,-1
3814,PPO,1,-1
3815,PPO,1,-1
3816,Random,-1,1
3817,Random,-1,1
3818,draw,0,0
3819,PPO,1,-1
3820,PPO,1,-1
3821,Random,-1,1
3822,PPO,1,-1
3823,PPO,1,-1
3824,Random,-1,1
3825,Random,-1,1
3826,PPO,1,-1
3827,PPO,1,-1
3828,PPO,1,-1
3829,Random,-1,1
3830,PPO,1,-1
3831,PPO,1,-1
3832,PPO,1,-1
3833,Random,-1,1
3834,PPO,1,-1
3835,PPO,1,-1
3836,PPO,1,-1
3837,PPO,1,-1
3838,PPO,1,-1
3839,PPO,1,-1
3840,PPO,1,-1
3841,PPO,1,-1
3842,PPO,1,-1
3843,PPO,1,-1
3844,Random,-1,1
3845,Random,-1,1
3846,PPO,1,-1
3847,PPO,1,-1
3848,Random,-1,1
3849,Random,-1,1
3850,PPO,1,-1
3851,PPO,1,-1
3852,PPO,1,-1
3853,Random,-1,1
3854,PPO,1,-1
3855,Random,-1,1
3856,PPO,1,-1
3857,Random,-1,1
3858,PPO,1,-1
3859,PPO,1,-1
3860,Random,-1,1
3861,Random,-1,1
3862,PPO,1,-1
3863,PPO,1,-1
3864,PPO,1,-1
3865,Random,-1,1
3866,PPO,1,-1
3867,Random,-1,1
3868,PPO,1,-1
3869,PPO,1,-1
3870,PPO,1,-1
3871,Random,-1,1
3872,PPO,1,-1
3873,PPO,1,-1
3874,PPO,1,-1
3875,PPO,1,-1
3876,PPO,1,-1
3877,PPO,1,-1
3878,draw,0,0
3879,PPO,1,-1
3880,Random,-1,1
3881,PPO,1,-1
3882,PPO,1,-1
3883,PPO,1,-1
3884,PPO,1,-1
3885,PPO,1,-1
3886,PPO,1,-1
3887,Random,-1,1
3888,PPO,1,-1
3889,PPO,1,-1
3890,PPO,1,-1
3891,PPO,1,-1
3892,PPO,1,-1
3893,PPO,1,-1
3894,Random,-1,1
3895,Random,-1,1
3896,Random,-1,1
3897,PPO,1,-1
3898,PPO,1,-1
3899,PPO,1,-1
3900,PPO,1,-1
3901,PPO,1,-1
3902,Random,-1,1
3903,PPO,1,-1
3904,PPO,1,-1
3905,Random,-1,1
3906,PPO,1,-1
3907,PPO,1,-1
3908,Random,-1,1
3909,Random,-1,1
3910,PPO,1,-1
3911,Random,-1,1
3912,PPO,1,-1
3913,Random,-1,1
3914,PPO,1,-1
3915,Random,-1,1
3916,PPO,1,-1
3917,PPO,1,-1
3918,PPO,1,-1
3919,Random,-1,1
3920,PPO,1,-1
3921,Random,-1,1
3922,PPO,1,-1
3923,PPO,1,-1
3924,Random,-1,1
3925,Random,-1,1
3926,Random,-1,1
3927,Random,-1,1
3928,PPO,1,-1
3929,Random,-1,1
3930,PPO,1,-1
3931,PPO,1,-1
3932,Random,-1,1
3933,PPO,1,-1
3934,PPO,1,-1
3935,Random,-1,1
3936,Random,-1,1
3937,PPO,1,-1
3938,PPO,1,-1
3939,Random,-1,1
3940,Random,-1,1
3941,PPO,1,-1
3942,PPO,1,-1
3943,PPO,1,-1
3944,PPO,1,-1
3945,PPO,1,-1
3946,PPO,1,-1
3947,Random,-1,1
3948,PPO,1,-1
3949,PPO,1,-1
3950,PPO,1,-1
3951,PPO,1,-1
3952,PPO,1,-1
3953,PPO,1,-1
3954,PPO,1,-1
3955,PPO,1,-1
3956,PPO,1,-1
3957,PPO,1,-1
3958,Random,-1,1
3959,PPO,1,-1
3960,PPO,1,-1
3961,Random,-1,1
3962,PPO,1,-1
3963,PPO,1,-1
3964,PPO,1,-1
3965,PPO,1,-1
3966,Random,-1,1
3967,PPO,1,-1
3968,Random,-1,1
3969,PPO,1,-1
3970,PPO,1,-1
3971,PPO,1,-1
3972,PPO,1,-1
3973,PPO,1,-1
3974,Random,-1,1
3975,PPO,1,-1
3976,Random,-1,1
3977,PPO,1,-1
3978,PPO,1,-1
3979,PPO,1,-1
3980,PPO,1,-1
3981,PPO,1,-1
3982,Random,-1,1
3983,PPO,1,-1
3984,PPO,1,-1
3985,PPO,1,-1
3986,PPO,1,-1
3987,PPO,1,-1
3988,PPO,1,-1
3989,Random,-1,1
3990,PPO,1,-1
3991,PPO,1,-1
3992,PPO,1,-1
3993,Random,-1,1
3994,PPO,1,-1
3995,PPO,1,-1
3996,PPO,1,-1
3997,PPO,1,-1
3998,PPO,1,-1
3999,PPO,1,-1
4000,PPO,1,-1
4001,PPO,1,-1
4002,Random,-1,1
4003,PPO,1,-1
4004,PPO,1,-1
4005,PPO,1,-1
4006,PPO,1,-1
4007,PPO,1,-1
4008,Random,-1,1
4009,PPO,1,-1
4010,PPO,1,-1
4011,PPO,1,-1
4012,PPO,1,-1
4013,Random,-1,1
4014,Random,-1,1
4015,PPO,1,-1
4016,Random,-1,1
4017,Random,-1,1
4018,PPO,1,-1
4019,PPO,1,-1
4020,PPO,1,-1
4021,Random,-1,1
4022,PPO,1,-1
4023,PPO,1,-1
4024,Random,-1,1
4025,PPO,1,-1
4026,PPO,1,-1
4027,PPO,1,-1
4028,PPO,1,-1
4029,PPO,1,-1
4030,Random,-1,1
4031,Random,-1,1
4032,PPO,1,-1
4033,PPO,1,-1
4034,PPO,1,-1
4035,draw,0,0
4036,PPO,1,-1
4037,PPO,1,-1
4038,PPO,1,-1
4039,Random,-1,1
4040,PPO,1,-1
4041,PPO,1,-1
4042,PPO,1,-1
4043,Random,-1,1
4044,PPO,1,-1
4045,PPO,1,-1
4046,PPO,1,-1
4047,PPO,1,-1
4048,PPO,1,-1
4049,PPO,1,-1
4050,Random,-1,1
4051,PPO,1,-1
4052,PPO,1,-1
4053,Random,-1,1
4054,PPO,1,-1
4055,Random,-1,1
4056,Random,-1,1
4057,PPO,1,-1
4058,PPO,1,-1
4059,PPO,1,-1
4060,PPO,1,-1
4061,PPO,1,-1
4062,PPO,1,-1
4063,PPO,1,-1
4064,PPO,1,-1
4065,PPO,1,-1
4066,Random,-1,1
4067,PPO,1,-1
4068,PPO,1,-1
4069,Random,-1,1
4070,Random,-1,1
4071,PPO,1,-1
4072,Random,-1,1
4073,PPO,1,-1
4074,Random,-1,1
4075,PPO,1,-1
4076,PPO,1,-1
4077,PPO,1,-1
4078,PPO,1,-1
4079,PPO,1,-1
4080,PPO,1,-1
4081,PPO,1,-1
4082,Random,-1,1
4083,PPO,1,-1
4084,PPO,1,-1
4085,PPO,1,-1
4086,PPO,1,-1
4087,Random,-1,1
4088,PPO,1,-1
4089,PPO,1,-1
4090,Random,-1,1
4091,PPO,1,-1
4092,PPO,1,-1
4093,PPO,1,-1
4094,PPO,1,-1
4095,PPO,1,-1
4096,Random,-1,1
4097,Random,-1,1
4098,PPO,1,-1
4099,Random,-1,1
4100,Random,-1,1
4101,PPO,1,-1
4102,Random,-1,1
4103,Random,-1,1
4104,Random,-1,1
4105,PPO,1,-1
4106,PPO,1,-1
4107,PPO,1,-1
4108,PPO,1,-1
4109,Random,-1,1
4110,PPO,1,-1
4111,PPO,1,-1
4112,PPO,1,-1
4113,PPO,1,-1
4114,PPO,1,-1
4115,PPO,1,-1
4116,PPO,1,-1
4117,Random,-1,1
4118,PPO,1,-1
4119,Random,-1,1
4120,PPO,1,-1
4121,PPO,1,-1
4122,PPO,1,-1
4123,PPO,1,-1
4124,Random,-1,1
4125,Random,-1,1
4126,PPO,1,-1
4127,PPO,1,-1
4128,PPO,1,-1
4129,PPO,1,-1
4130,PPO,1,-1
4131,PPO,1,-1
4132,PPO,1,-1
4133,PPO,1,-1
4134,Random,-1,1
4135,Random,-1,1
4136,PPO,1,-1
4137,PPO,1,-1
4138,PPO,1,-1
4139,PPO,1,-1
4140,PPO,1,-1
4141,PPO,1,-1
4142,PPO,1,-1
4143,PPO,1,-1
4144,PPO,1,-1
4145,PPO,1,-1
4146,PPO,1,-1
4147,Random,-1,1
4148,PPO,1,-1
4149,PPO,1,-1
4150,Random,-1,1
4151,PPO,1,-1
4152,PPO,1,-1
4153,Random,-1,1
4154,PPO,1,-1
4155,PPO,1,-1
4156,PPO,1,-1
4157,Random,-1,1
4158,Random,-1,1
4159,Random,-1,1
4160,PPO,1,-1
4161,PPO,1,-1
4162,PPO,1,-1
4163,PPO,1,-1
4164,Random,-1,1
4165,PPO,1,-1
4166,draw,0,0
4167,PPO,1,-1
4168,PPO,1,-1
4169,PPO,1,-1
4170,PPO,1,-1
4171,Random,-1,1
4172,Random,-1,1
4173,PPO,1,-1
4174,PPO,1,-1
4175,PPO,1,-1
4176,PPO,1,-1
4177,PPO,1,-1
4178,Random,-1,1
4179,PPO,1,-1
4180,Random,-1,1
4181,Random,-1,1
4182,Random,-1,1
4183,PPO,1,-1
4184,Random,-1,1
4185,PPO,1,-1
4186,PPO,1,-1
4187,PPO,1,-1
4188,Random,-1,1
4189,Random,-1,1
4190,PPO,1,-1
4191,Random,-1,1
4192,PPO,1,-1
4193,PPO,1,-1
4194,Random,-1,1
4195,PPO,1,-1
4196,PPO,1,-1
4197,PPO,1,-1
4198,PPO,1,-1
4199,PPO,1,-1
4200,PPO,1,-1
4201,PPO,1,-1
4202,PPO,1,-1
4203,PPO,1,-1
4204,PPO,1,-1
4205,PPO,1,-1
4206,PPO,1,-1
4207,PPO,1,-1
4208,PPO,1,-1
4209,PPO,1,-1
4210,Random,-1,1
4211,Random,-1,1
4212,PPO,1,-1
4213,Random,-1,1
4214,PPO,1,-1
4215,PPO,1,-1
4216,PPO,1,-1
4217,PPO,1,-1
4218,Random,-1,1
4219,PPO,1,-1
4220,PPO,1,-1
4221,PPO,1,-1
4222,PPO,1,-1
4223,PPO,1,-1
4224,PPO,1,-1
4225,Random,-1,1
4226,Random,-1,1
4227,PPO,1,-1
4228,PPO,1,-1
4229,PPO,1,-1
4230,PPO,1,-1
4231,PPO,1,-1
4232,PPO,1,-1
4233,PPO,1,-1
4234,Random,-1,1
4235,PPO,1,-1
4236,Random,-1,1
4237,PPO,1,-1
4238,PPO,1,-1
4239,Random,-1,1
4240,Random,-1,1
4241,PPO,1,-1
4242,PPO,1,-1
4243,PPO,1,-1
4244,PPO,1,-1
4245,PPO,1,-1
4246,PPO,1,-1
4247,PPO,1,-1
4248,Random,-1,1
4249,PPO,1,-1
4250,PPO,1,-1
4251,PPO,1,-1
4252,PPO,1,-1
4253,PPO,1,-1
4254,PPO,1,-1
4255,PPO,1,-1
4256,PPO,1,-1
4257,PPO,1,-1
4258,Random,-1,1
4259,Random,-1,1
4260,PPO,1,-1
4261,Random,-1,1
4262,Random,-1,1
4263,Random,-1,1
4264,PPO,1,-1
4265,PPO,1,-1
4266,PPO,1,-1
4267,PPO,1,-1
4268,PPO,1,-1
4269,PPO,1,-1
4270,PPO,1,-1
4271,Random,-1,1
4272,PPO,1,-1
4273,PPO,1,-1
4274,PPO,1,-1
4275,PPO,1,-1
4276,PPO,1,-1
4277,PPO,1,-1
4278,PPO,1,-1
4279,PPO,1,-1
4280,PPO,1,-1
4281,PPO,1,-1
4282,Random,-1,1
4283,Random,-1,1
4284,PPO,1,-1
4285,Random,-1,1
4286,Random,-1,1
4287,PPO,1,-1
4288,PPO,1,-1
4289,PPO,1,-1
4290,PPO,1,-1
4291,Random,-1,1
4292,PPO,1,-1
4293,PPO,1,-1
4294,PPO,1,-1
4295,Random,-1,1
4296,PPO,1,-1
4297,PPO,1,-1
4298,Random,-1,1
4299,PPO,1,-1
4300,PPO,1,-1
4301,PPO,1,-1
4302,PPO,1,-1
4303,PPO,1,-1
4304,Random,-1,1
4305,PPO,1,-1
4306,Random,-1,1
4307,Random,-1,1
4308,PPO,1,-1
4309,PPO,1,-1
4310,Random,-1,1
4311,PPO,1,-1
4312,PPO,1,-1
4313,PPO,1,-1
4314,PPO,1,-1
4315,PPO,1,-1
4316,PPO,1,-1
4317,Random,-1,1
4318,Random,-1,1
4319,PPO,1,-1
4320,PPO,1,-1
4321,Random,-1,1
4322,PPO,1,-1
4323,PPO,1,-1
4324,PPO,1,-1
4325,PPO,1,-1
4326,PPO,1,-1
4327,Random,-1,1
4328,PPO,1,-1
4329,PPO,1,-1
4330,Random,-1,1
4331,Random,-1,1
4332,PPO,1,-1
4333,PPO,1,-1
4334,PPO,1,-1
4335,PPO,1,-1
4336,PPO,1,-1
4337,Random,-1,1
4338,PPO,1,-1
4339,Random,-1,1
4340,PPO,1,-1
4341,Random,-1,1
4342,PPO,1,-1
4343,Random,-1,1
4344,Random,-1,1
4345,PPO,1,-1
4346,Random,-1,1
4347,PPO,1,-1
4348,PPO,1,-1
4349,PPO,1,-1
4350,PPO,1,-1
4351,PPO,1,-1
4352,PPO,1,-1
4353,PPO,1,-1
4354,PPO,1,-1
4355,PPO,1,-1
4356,PPO,1,-1
4357,Random,-1,1
4358,PPO,1,-1
4359,PPO,1,-1
4360,Random,-1,1
4361,PPO,1,-1
4362,PPO,1,-1
4363,PPO,1,-1
4364,Random,-1,1
4365,Random,-1,1
4366,Random,-1,1
4367,PPO,1,-1
4368,PPO,1,-1
4369,Random,-1,1
4370,PPO,1,-1
4371,Random,-1,1
4372,PPO,1,-1
4373,Random,-1,1
4374,PPO,1,-1
4375,PPO,1,-1
4376,PPO,1,-1
4377,Random,-1,1
4378,PPO,1,-1
4379,PPO,1,-1
4380,Random,-1,1
4381,Random,-1,1
4382,PPO,1,-1
4383,PPO,1,-1
4384,PPO,1,-1
4385,PPO,1,-1
4386,PPO,1,-1
4387,Random,-1,1
4388,PPO,1,-1
4389,Random,-1,1
4390,PPO,1,-1
4391,Random,-1,1
4392,PPO,1,-1
4393,PPO,1,-1
4394,Random,-1,1
4395,PPO,1,-1
4396,Random,-1,1
4397,PPO,1,-1
4398,PPO,1,-1
4399,Random,-1,1
4400,PPO,1,-1
4401,PPO,1,-1
4402,PPO,1,-1
4403,PPO,1,-1
4404,PPO,1,-1
4405,PPO,1,-1
4406,PPO,1,-1
4407,Random,-1,1
4408,PPO,1,-1
4409,PPO,1,-1
4410,Random,-1,1
4411,Random,-1,1
4412,Random,-1,1
4413,PPO,1,-1
4414,PPO,1,-1
4415,PPO,1,-1
4416,PPO,1,-1
4417,PPO,1,-1
4418,PPO,1,-1
4419,Random,-1,1
4420,PPO,1,-1
4421,PPO,1,-1
4422,PPO,1,-1
4423,PPO,1,-1
4424,PPO,1,-1
4425,PPO,1,-1
4426,PPO,1,-1
4427,PPO,1,-1
4428,Random,-1,1
4429,PPO,1,-1
4430,PPO,1,-1
4431,draw,0,0
4432,Random,-1,1
4433,PPO,1,-1
4434,PPO,1,-1
4435,PPO,1,-1
4436,Random,-1,1
4437,PPO,1,-1
4438,PPO,1,-1
4439,PPO,1,-1
4440,Random,-1,1
4441,PPO,1,-1
4442,PPO,1,-1
4443,PPO,1,-1
4444,PPO,1,-1
4445,PPO,1,-1
4446,PPO,1,-1
4447,PPO,1,-1
4448,Random,-1,1
4449,PPO,1,-1
4450,PPO,1,-1
4451,PPO,1,-1
4452,PPO,1,-1
4453,PPO,1,-1
4454,Random,-1,1
4455,PPO,1,-1
4456,PPO,1,-1
4457,PPO,1,-1
4458,Random,-1,1
4459,PPO,1,-1
4460,PPO,1,-1
4461,draw,0,0
4462,PPO,1,-1
4463,PPO,1,-1
4464,PPO,1,-1
4465,PPO,1,-1
4466,PPO,1,-1
4467,PPO,1,-1
4468,Random,-1,1
4469,Random,-1,1
4470,Random,-1,1
4471,PPO,1,-1
4472,PPO,1,-1
4473,Random,-1,1
4474,PPO,1,-1
4475,Random,-1,1
4476,PPO,1,-1
4477,PPO,1,-1
4478,PPO,1,-1
4479,PPO,1,-1
4480,PPO,1,-1
4481,PPO,1,-1
4482,PPO,1,-1
4483,PPO,1,-1
4484,PPO,1,-1
4485,Random,-1,1
4486,Random,-1,1
4487,PPO,1,-1
4488,Random,-1,1
4489,PPO,1,-1
4490,PPO,1,-1
4491,PPO,1,-1
4492,PPO,1,-1
4493,Random,-1,1
4494,PPO,1,-1
4495,PPO,1,-1
4496,Random,-1,1
4497,PPO,1,-1
4498,PPO,1,-1
4499,PPO,1,-1
4500,PPO,1,-1
4501,PPO,1,-1
4502,PPO,1,-1
4503,PPO,1,-1
4504,PPO,1,-1
4505,PPO,1,-1
4506,Random,-1,1
4507,PPO,1,-1
4508,PPO,1,-1
4509,Random,-1,1
4510,Random,-1,1
4511,draw,0,0
4512,PPO,1,-1
4513,PPO,1,-1
4514,PPO,1,-1
4515,Random,-1,1
4516,PPO,1,-1
4517,PPO,1,-1
4518,PPO,1,-1
4519,PPO,1,-1
4520,PPO,1,-1
4521,PPO,1,-1
4522,Random,-1,1
4523,PPO,1,-1
4524,PPO,1,-1
4525,PPO,1,-1
4526,Random,-1,1
4527,PPO,1,-1
4528,PPO,1,-1
4529,PPO,1,-1
4530,PPO,1,-1
4531,PPO,1,-1
4532,PPO,1,-1
4533,PPO,1,-1
4534,Random,-1,1
4535,PPO,1,-1
4536,draw,0,0
4537,Random,-1,1
4538,PPO,1,-1
4539,PPO,1,-1
4540,PPO,1,-1
4541,PPO,1,-1
4542,PPO,1,-1
4543,PPO,1,-1
4544,PPO,1,-1
4545,Random,-1,1
4546,PPO,1,-1
4547,PPO,1,-1
4548,PPO,1,-1
4549,Random,-1,1
4550,PPO,1,-1
4551,Random,-1,1
4552,PPO,1,-1
4553,PPO,1,-1
4554,Random,-1,1
4555,PPO,1,-1
4556,Random,-1,1
4557,Random,-1,1
4558,PPO,1,-1
4559,PPO,1,-1
4560,PPO,1,-1
4561,PPO,1,-1
4562,Random,-1,1
4563,Random,-1,1
4564,Random,-1,1
4565,Random,-1,1
4566,Random,-1,1
4567,PPO,1,-1
4568,PPO,1,-1
4569,PPO,1,-1
4570,PPO,1,-1
4571,Random,-1,1
4572,PPO,1,-1
4573,PPO,1,-1
4574,PPO,1,-1
4575,PPO,1,-1
4576,PPO,1,-1
4577,PPO,1,-1
4578,Random,-1,1
4579,Random,-1,1
4580,PPO,1,-1
4581,PPO,1,-1
4582,PPO,1,-1
4583,PPO,1,-1
4584,PPO,1,-1
4585,PPO,1,-1
4586,PPO,1,-1
4587,PPO,1,-1
4588,PPO,1,-1
4589,PPO,1,-1
4590,PPO,1,-1
4591,PPO,1,-1
4592,Random,-1,1
4593,PPO,1,-1
4594,PPO,1,-1
4595,PPO,1,-1
4596,PPO,1,-1
4597,PPO,1,-1
4598,PPO,1,-1
4599,PPO,1,-1
4600,PPO,1,-1
4601,Random,-1,1
4602,PPO,1,-1
4603,Random,-1,1
4604,PPO,1,-1
4605,PPO,1,-1
4606,Random,-1,1
4607,Random,-1,1
4608,Random,-1,1
4609,PPO,1,-1
4610,Random,-1,1
4611,Random,-1,1
4612,PPO,1,-1
4613,PPO,1,-1
4614,PPO,1,-1
4615,Random,-1,1
4616,PPO,1,-1
4617,Random,-1,1
4618,PPO,1,-1
4619,PPO,1,-1
4620,PPO,1,-1
4621,PPO,1,-1
4622,PPO,1,-1
4623,Random,-1,1
4624,PPO,1,-1
4625,PPO,1,-1
4626,Random,-1,1
4627,PPO,1,-1
4628,PPO,1,-1
4629,PPO,1,-1
4630,PPO,1,-1
4631,PPO,1,-1
4632,Random,-1,1
4633,PPO,1,-1
4634,PPO,1,-1
4635,PPO,1,-1
4636,PPO,1,-1
4637,PPO,1,-1
4638,Random,-1,1
4639,PPO,1,-1
4640,PPO,1,-1
4641,PPO,1,-1
4642,PPO,1,-1
4643,PPO,1,-1
4644,PPO,1,-1
4645,PPO,1,-1
4646,PPO,1,-1
4647,PPO,1,-1
4648,PPO,1,-1
4649,PPO,1,-1
4650,PPO,1,-1
4651,PPO,1,-1
4652,PPO,1,-1
4653,PPO,1,-1
4654,PPO,1,-1
4655,Random,-1,1
4656,Random,-1,1
4657,PPO,1,-1
4658,Random,-1,1
4659,PPO,1,-1
4660,PPO,1,-1
4661,PPO,1,-1
4662,PPO,1,-1
4663,PPO,1,-1
4664,PPO,1,-1
4665,PPO,1,-1
4666,PPO,1,-1
4667,PPO,1,-1
4668,PPO,1,-1
4669,PPO,1,-1
4670,PPO,1,-1
4671,PPO,1,-1
4672,PPO,1,-1
4673,PPO,1,-1
4674,PPO,1,-1
4675,Random,-1,1
4676,Random,-1,1
4677,Random,-1,1
4678,Random,-1,1
4679,Random,-1,1
4680,PPO,1,-1
4681,Random,-1,1
4682,PPO,1,-1
4683,PPO,1,-1
4684,PPO,1,-1
4685,PPO,1,-1
4686,Random,-1,1
4687,PPO,1,-1
4688,Random,-1,1
4689,PPO,1,-1
4690,Random,-1,1
4691,PPO,1,-1
4692,PPO,1,-1
4693,Random,-1,1
4694,PPO,1,-1
4695,PPO,1,-1
4696,PPO,1,-1
4697,PPO,1,-1
4698,PPO,1,-1
4699,PPO,1,-1
4700,Random,-1,1
4701,PPO,1,-1
4702,PPO,1,-1
4703,PPO,1,-1
4704,PPO,1,-1
4705,Random,-1,1
4706,PPO,1,-1
4707,PPO,1,-1
4708,PPO,1,-1
4709,PPO,1,-1
4710,PPO,1,-1
4711,PPO,1,-1
4712,PPO,1,-1
4713,PPO,1,-1
4714,PPO,1,-1
4715,PPO,1,-1
4716,PPO,1,-1
4717,PPO,1,-1
4718,PPO,1,-1
4719,PPO,1,-1
4720,Random,-1,1
4721,PPO,1,-1
4722,PPO,1,-1
4723,PPO,1,-1
4724,PPO,1,-1
4725,PPO,1,-1
4726,PPO,1,-1
4727,PPO,1,-1
4728,PPO,1,-1
4729,PPO,1,-1
4730,PPO,1,-1
4731,PPO,1,-1
4732,PPO,1,-1
4733,PPO,1,-1
4734,PPO,1,-1
4735,PPO,1,-1
4736,PPO,1,-1
4737,PPO,1,-1
4738,PPO,1,-1
4739,PPO,1,-1
4740,PPO,1,-1
4741,PPO,1,-1
4742,PPO,1,-1
4743,PPO,1,-1
4744,PPO,1,-1
4745,PPO,1,-1
4746,Random,-1,1
4747,PPO,1,-1
4748,PPO,1,-1
4749,PPO,1,-1
4750,Random,-1,1
4751,PPO,1,-1
4752,Random,-1,1
4753,PPO,1,-1
4754,PPO,1,-1
4755,PPO,1,-1
4756,PPO,1,-1
4757,PPO,1,-1
4758,Random,-1,1
4759,PPO,1,-1
4760,PPO,1,-1
4761,PPO,1,-1
4762,PPO,1,-1
4763,Random,-1,1
4764,Random,-1,1
4765,PPO,1,-1
4766,PPO,1,-1
4767,Random,-1,1
4768,Random,-1,1
4769,Random,-1,1
4770,PPO,1,-1
4771,Random,-1,1
4772,PPO,1,-1
4773,PPO,1,-1
4774,PPO,1,-1
4775,PPO,1,-1
4776,Random,-1,1
4777,PPO,1,-1
4778,Random,-1,1
4779,PPO,1,-1
4780,Random,-1,1
4781,Random,-1,1
4782,Random,-1,1
4783,PPO,1,-1
4784,PPO,1,-1
4785,PPO,1,-1
4786,Random,-1,1
4787,Random,-1,1
4788,Random,-1,1
4789,PPO,1,-1
4790,PPO,1,-1
4791,PPO,1,-1
4792,PPO,1,-1
4793,PPO,1,-1
4794,PPO,1,-1
4795,PPO,1,-1
4796,PPO,1,-1
4797,PPO,1,-1
4798,PPO,1,-1
4799,PPO,1,-1
4800,Random,-1,1
4801,PPO,1,-1
4802,PPO,1,-1
4803,PPO,1,-1
4804,PPO,1,-1
4805,PPO,1,-1
4806,PPO,1,-1
4807,PPO,1,-1
4808,PPO,1,-1
4809,PPO,1,-1
4810,PPO,1,-1
4811,PPO,1,-1
4812,PPO,1,-1
4813,PPO,1,-1
4814,PPO,1,-1
4815,PPO,1,-1
4816,Random,-1,1
4817,PPO,1,-1
4818,PPO,1,-1
4819,PPO,1,-1
4820,PPO,1,-1
4821,PPO,1,-1
4822,PPO,1,-1
4823,PPO,1,-1
4824,PPO,1,-1
4825,PPO,1,-1
4826,Random,-1,1
4827,Random,-1,1
4828,PPO,1,-1
4829,PPO,1,-1
4830,PPO,1,-1
4831,Random,-1,1
4832,PPO,1,-1
4833,PPO,1,-1
4834,PPO,1,-1
4835,PPO,1,-1
4836,Random,-1,1
4837,PPO,1,-1
4838,PPO,1,-1
