episode,winner,PPO,Random
6022,PPO,1,-1
6023,PPO,1,-1
6024,PPO,1,-1
6025,PPO,1,-1
6026,PPO,1,-1
6027,PPO,1,-1
6028,Random,-1,1
6029,PPO,1,-1
6030,PPO,1,-1
6031,PPO,1,-1
6032,PPO,1,-1
6033,Random,-1,1
6034,PPO,1,-1
6035,Random,-1,1
6036,Random,-1,1
6037,PPO,1,-1
6038,PPO,1,-1
6039,PPO,1,-1
6040,PPO,1,-1
6041,Random,-1,1
6042,PPO,1,-1
6043,PPO,1,-1
6044,PPO,1,-1
6045,PPO,1,-1
6046,PPO,1,-1
6047,PPO,1,-1
6048,PPO,1,-1
6049,PPO,1,-1
6050,PPO,1,-1
6051,PPO,1,-1
6052,PPO,1,-1
6053,PPO,1,-1
6054,PPO,1,-1
6055,PPO,1,-1
6056,PPO,1,-1
6057,PPO,1,-1
6058,PPO,1,-1
6059,Random,-1,1
6060,PPO,1,-1
6061,PPO,1,-1
6062,Random,-1,1
6063,PPO,1,-1
6064,PPO,1,-1
6065,PPO,1,-1
6066,PPO,1,-1
6067,PPO,1,-1
6068,PPO,1,-1
6069,Random,-1,1
6070,PPO,1,-1
6071,PPO,1,-1
6072,PPO,1,-1
6073,PPO,1,-1
6074,PPO,1,-1
6075,PPO,1,-1
6076,PPO,1,-1
6077,PPO,1,-1
6078,PPO,1,-1
6079,PPO,1,-1
6080,PPO,1,-1
6081,PPO,1,-1
6082,Random,-1,1
6083,PPO,1,-1
6084,PPO,1,-1
6085,PPO,1,-1
6086,PPO,1,-1
6087,PPO,1,-1
6088,Random,-1,1
6089,Random,-1,1
6090,PPO,1,-1
6091,PPO,1,-1
6092,PPO,1,-1
6093,PPO,1,-1
6094,PPO,1,-1
6095,PPO,1,-1
6096,PPO,1,-1
6097,PPO,1,-1
6098,Random,-1,1
6099,PPO,1,-1
6100,PPO,1,-1
6101,PPO,1,-1
6102,PPO,1,-1
6103,PPO,1,-1
6104,PPO,1,-1
6105,Random,-1,1
6106,PPO,1,-1
6107,Random,-1,1
6108,PPO,1,-1
6109,PPO,1,-1
6110,PPO,1,-1
6111,PPO,1,-1
6112,PPO,1,-1
6113,PPO,1,-1
6114,PPO,1,-1
6115,PPO,1,-1
6116,PPO,1,-1
6117,PPO,1,-1
6118,PPO,1,-1
6119,PPO,1,-1
6120,PPO,1,-1
6121,PPO,1,-1
6122,PPO,1,-1
6123,PPO,1,-1
6124,PPO,1,-1
6125,PPO,1,-1
6126,PPO,1,-1
6127,Random,-1,1
6128,PPO,1,-1
6129,PPO,1,-1
6130,Random,-1,1
6131,PPO,1,-1
6132,PPO,1,-1
6133,PPO,1,-1
6134,Random,-1,1
6135,PPO,1,-1
6136,PPO,1,-1
6137,PPO,1,-1
6138,PPO,1,-1
6139,Random,-1,1
6140,Random,-1,1
6141,PPO,1,-1
6142,PPO,1,-1
6143,PPO,1,-1
6144,PPO,1,-1
6145,PPO,1,-1
6146,PPO,1,-1
6147,PPO,1,-1
6148,PPO,1,-1
6149,PPO,1,-1
6150,PPO,1,-1
6151,PPO,1,-1
6152,PPO,1,-1
6153,PPO,1,-1
6154,PPO,1,-1
6155,Random,-1,1
6156,PPO,1,-1
6157,PPO,1,-1
6158,PPO,1,-1
6159,Random,-1,1
6160,Random,-1,1
6161,PPO,1,-1
6162,PPO,1,-1
6163,Random,-1,1
6164,PPO,1,-1
6165,PPO,1,-1
6166,PPO,1,-1
6167,PPO,1,-1
6168,PPO,1,-1
6169,PPO,1,-1
6170,Random,-1,1
6171,PPO,1,-1
6172,PPO,1,-1
6173,PPO,1,-1
6174,Random,-1,1
6175,Random,-1,1
6176,PPO,1,-1
6177,PPO,1,-1
6178,PPO,1,-1
6179,PPO,1,-1
6180,PPO,1,-1
6181,PPO,1,-1
6182,PPO,1,-1
6183,PPO,1,-1
6184,PPO,1,-1
6185,PPO,1,-1
6186,PPO,1,-1
6187,PPO,1,-1
6188,Random,-1,1
6189,PPO,1,-1
6190,Random,-1,1
6191,PPO,1,-1
6192,PPO,1,-1
6193,PPO,1,-1
6194,PPO,1,-1
6195,Random,-1,1
6196,PPO,1,-1
6197,PPO,1,-1
6198,PPO,1,-1
6199,PPO,1,-1
6200,PPO,1,-1
6201,PPO,1,-1
6202,PPO,1,-1
6203,PPO,1,-1
6204,PPO,1,-1
6205,PPO,1,-1
6206,PPO,1,-1
6207,PPO,1,-1
6208,PPO,1,-1
6209,PPO,1,-1
6210,PPO,1,-1
6211,Random,-1,1
6212,PPO,1,-1
6213,PPO,1,-1
6214,PPO,1,-1
6215,Random,-1,1
6216,PPO,1,-1
6217,PPO,1,-1
6218,Random,-1,1
6219,PPO,1,-1
6220,Random,-1,1
6221,PPO,1,-1
6222,PPO,1,-1
6223,PPO,1,-1
6224,PPO,1,-1
6225,PPO,1,-1
6226,PPO,1,-1
6227,Random,-1,1
6228,PPO,1,-1
6229,PPO,1,-1
6230,PPO,1,-1
6231,Random,-1,1
6232,PPO,1,-1
6233,PPO,1,-1
6234,PPO,1,-1
6235,PPO,1,-1
6236,PPO,1,-1
6237,PPO,1,-1
6238,PPO,1,-1
6239,PPO,1,-1
6240,PPO,1,-1
6241,PPO,1,-1
6242,PPO,1,-1
6243,PPO,1,-1
6244,PPO,1,-1
6245,PPO,1,-1
6246,PPO,1,-1
6247,PPO,1,-1
6248,PPO,1,-1
6249,PPO,1,-1
6250,PPO,1,-1
6251,PPO,1,-1
6252,PPO,1,-1
6253,Random,-1,1
6254,PPO,1,-1
6255,PPO,1,-1
6256,PPO,1,-1
6257,PPO,1,-1
6258,PPO,1,-1
6259,PPO,1,-1
6260,PPO,1,-1
6261,Random,-1,1
6262,PPO,1,-1
6263,PPO,1,-1
6264,Random,-1,1
6265,PPO,1,-1
6266,PPO,1,-1
6267,Random,-1,1
6268,PPO,1,-1
6269,Random,-1,1
6270,PPO,1,-1
6271,PPO,1,-1
6272,PPO,1,-1
6273,PPO,1,-1
6274,PPO,1,-1
6275,PPO,1,-1
6276,PPO,1,-1
6277,PPO,1,-1
6278,PPO,1,-1
6279,PPO,1,-1
6280,PPO,1,-1
6281,PPO,1,-1
6282,PPO,1,-1
6283,PPO,1,-1
6284,Random,-1,1
6285,PPO,1,-1
6286,PPO,1,-1
6287,PPO,1,-1
6288,PPO,1,-1
6289,PPO,1,-1
6290,PPO,1,-1
6291,PPO,1,-1
6292,PPO,1,-1
6293,PPO,1,-1
6294,PPO,1,-1
6295,PPO,1,-1
6296,PPO,1,-1
6297,PPO,1,-1
6298,PPO,1,-1
6299,PPO,1,-1
6300,PPO,1,-1
6301,PPO,1,-1
6302,PPO,1,-1
6303,PPO,1,-1
6304,PPO,1,-1
6305,PPO,1,-1
6306,PPO,1,-1
6307,PPO,1,-1
6308,PPO,1,-1
6309,PPO,1,-1
6310,PPO,1,-1
6311,PPO,1,-1
6312,PPO,1,-1
6313,PPO,1,-1
6314,PPO,1,-1
6315,PPO,1,-1
6316,PPO,1,-1
6317,PPO,1,-1
6318,PPO,1,-1
6319,PPO,1,-1
6320,Random,-1,1
6321,Random,-1,1
6322,PPO,1,-1
6323,PPO,1,-1
6324,PPO,1,-1
6325,PPO,1,-1
6326,PPO,1,-1
6327,PPO,1,-1
6328,PPO,1,-1
6329,PPO,1,-1
6330,Random,-1,1
6331,PPO,1,-1
6332,PPO,1,-1
6333,Random,-1,1
6334,PPO,1,-1
6335,PPO,1,-1
6336,PPO,1,-1
6337,PPO,1,-1
6338,PPO,1,-1
6339,Random,-1,1
6340,PPO,1,-1
6341,PPO,1,-1
6342,PPO,1,-1
6343,PPO,1,-1
6344,PPO,1,-1
6345,PPO,1,-1
6346,PPO,1,-1
6347,PPO,1,-1
6348,Random,-1,1
6349,PPO,1,-1
6350,Random,-1,1
6351,PPO,1,-1
6352,Random,-1,1
6353,Random,-1,1
6354,PPO,1,-1
6355,Random,-1,1
6356,PPO,1,-1
6357,PPO,1,-1
6358,PPO,1,-1
6359,PPO,1,-1
6360,PPO,1,-1
6361,PPO,1,-1
6362,PPO,1,-1
6363,PPO,1,-1
6364,PPO,1,-1
6365,PPO,1,-1
6366,PPO,1,-1
6367,PPO,1,-1
6368,PPO,1,-1
6369,Random,-1,1
6370,PPO,1,-1
6371,PPO,1,-1
6372,PPO,1,-1
6373,Random,-1,1
6374,PPO,1,-1
6375,PPO,1,-1
6376,PPO,1,-1
6377,PPO,1,-1
6378,PPO,1,-1
6379,PPO,1,-1
6380,PPO,1,-1
6381,Random,-1,1
6382,PPO,1,-1
6383,PPO,1,-1
6384,Random,-1,1
6385,PPO,1,-1
6386,PPO,1,-1
6387,Random,-1,1
6388,Random,-1,1
6389,Random,-1,1
6390,PPO,1,-1
6391,PPO,1,-1
6392,PPO,1,-1
6393,PPO,1,-1
6394,PPO,1,-1
6395,PPO,1,-1
6396,Random,-1,1
6397,PPO,1,-1
6398,PPO,1,-1
6399,PPO,1,-1
6400,PPO,1,-1
6401,PPO,1,-1
6402,PPO,1,-1
6403,PPO,1,-1
6404,PPO,1,-1
6405,PPO,1,-1
6406,PPO,1,-1
6407,PPO,1,-1
6408,PPO,1,-1
6409,PPO,1,-1
6410,PPO,1,-1
6411,PPO,1,-1
6412,PPO,1,-1
6413,PPO,1,-1
6414,PPO,1,-1
6415,PPO,1,-1
6416,PPO,1,-1
6417,Random,-1,1
6418,PPO,1,-1
6419,PPO,1,-1
6420,PPO,1,-1
6421,PPO,1,-1
6422,Random,-1,1
6423,PPO,1,-1
6424,PPO,1,-1
6425,PPO,1,-1
6426,PPO,1,-1
6427,PPO,1,-1
6428,PPO,1,-1
6429,PPO,1,-1
6430,PPO,1,-1
6431,Random,-1,1
6432,PPO,1,-1
6433,PPO,1,-1
6434,PPO,1,-1
6435,Random,-1,1
6436,PPO,1,-1
6437,PPO,1,-1
6438,PPO,1,-1
6439,PPO,1,-1
6440,PPO,1,-1
6441,Random,-1,1
6442,PPO,1,-1
6443,Random,-1,1
6444,PPO,1,-1
6445,Random,-1,1
6446,PPO,1,-1
6447,PPO,1,-1
6448,PPO,1,-1
6449,PPO,1,-1
6450,PPO,1,-1
6451,PPO,1,-1
6452,PPO,1,-1
6453,Random,-1,1
6454,PPO,1,-1
6455,Random,-1,1
6456,PPO,1,-1
6457,PPO,1,-1
6458,PPO,1,-1
6459,PPO,1,-1
6460,PPO,1,-1
6461,PPO,1,-1
6462,PPO,1,-1
6463,PPO,1,-1
6464,PPO,1,-1
6465,PPO,1,-1
6466,PPO,1,-1
6467,PPO,1,-1
6468,PPO,1,-1
6469,PPO,1,-1
6470,PPO,1,-1
6471,PPO,1,-1
6472,Random,-1,1
6473,PPO,1,-1
6474,PPO,1,-1
6475,PPO,1,-1
6476,PPO,1,-1
6477,PPO,1,-1
6478,PPO,1,-1
6479,PPO,1,-1
6480,PPO,1,-1
6481,Random,-1,1
6482,Random,-1,1
6483,Random,-1,1
6484,Random,-1,1
6485,PPO,1,-1
6486,PPO,1,-1
6487,PPO,1,-1
6488,PPO,1,-1
6489,PPO,1,-1
6490,PPO,1,-1
6491,PPO,1,-1
6492,Random,-1,1
6493,PPO,1,-1
6494,PPO,1,-1
6495,PPO,1,-1
6496,PPO,1,-1
6497,PPO,1,-1
6498,Random,-1,1
6499,PPO,1,-1
6500,PPO,1,-1
6501,Random,-1,1
6502,PPO,1,-1
6503,PPO,1,-1
6504,Random,-1,1
6505,PPO,1,-1
6506,PPO,1,-1
6507,PPO,1,-1
6508,PPO,1,-1
6509,PPO,1,-1
6510,PPO,1,-1
6511,PPO,1,-1
6512,PPO,1,-1
6513,PPO,1,-1
6514,PPO,1,-1
6515,Random,-1,1
6516,PPO,1,-1
6517,PPO,1,-1
6518,PPO,1,-1
6519,PPO,1,-1
6520,PPO,1,-1
6521,PPO,1,-1
6522,PPO,1,-1
6523,PPO,1,-1
6524,PPO,1,-1
6525,PPO,1,-1
6526,PPO,1,-1
6527,PPO,1,-1
6528,PPO,1,-1
6529,Random,-1,1
6530,Random,-1,1
6531,Random,-1,1
6532,PPO,1,-1
6533,PPO,1,-1
6534,PPO,1,-1
6535,PPO,1,-1
6536,PPO,1,-1
6537,PPO,1,-1
6538,PPO,1,-1
6539,PPO,1,-1
6540,PPO,1,-1
6541,PPO,1,-1
6542,PPO,1,-1
6543,Random,-1,1
6544,PPO,1,-1
6545,PPO,1,-1
6546,PPO,1,-1
6547,PPO,1,-1
6548,Random,-1,1
6549,PPO,1,-1
6550,PPO,1,-1
6551,PPO,1,-1
6552,PPO,1,-1
6553,PPO,1,-1
6554,PPO,1,-1
6555,PPO,1,-1
6556,PPO,1,-1
6557,Random,-1,1
6558,PPO,1,-1
6559,PPO,1,-1
6560,PPO,1,-1
6561,PPO,1,-1
6562,PPO,1,-1
6563,PPO,1,-1
6564,PPO,1,-1
6565,PPO,1,-1
6566,Random,-1,1
6567,PPO,1,-1
6568,PPO,1,-1
6569,PPO,1,-1
6570,PPO,1,-1
6571,PPO,1,-1
6572,Random,-1,1
6573,PPO,1,-1
6574,PPO,1,-1
6575,PPO,1,-1
6576,PPO,1,-1
6577,PPO,1,-1
6578,PPO,1,-1
6579,PPO,1,-1
6580,PPO,1,-1
6581,PPO,1,-1
6582,PPO,1,-1
6583,PPO,1,-1
6584,PPO,1,-1
6585,PPO,1,-1
6586,PPO,1,-1
6587,PPO,1,-1
6588,Random,-1,1
6589,PPO,1,-1
6590,PPO,1,-1
6591,PPO,1,-1
6592,PPO,1,-1
6593,Random,-1,1
6594,PPO,1,-1
6595,PPO,1,-1
6596,Random,-1,1
6597,PPO,1,-1
6598,PPO,1,-1
6599,PPO,1,-1
6600,PPO,1,-1
6601,PPO,1,-1
6602,PPO,1,-1
6603,Random,-1,1
6604,PPO,1,-1
6605,PPO,1,-1
6606,PPO,1,-1
6607,PPO,1,-1
6608,PPO,1,-1
6609,PPO,1,-1
6610,PPO,1,-1
6611,PPO,1,-1
6612,PPO,1,-1
6613,PPO,1,-1
6614,PPO,1,-1
6615,PPO,1,-1
6616,PPO,1,-1
6617,PPO,1,-1
6618,PPO,1,-1
6619,Random,-1,1
6620,PPO,1,-1
6621,PPO,1,-1
6622,PPO,1,-1
6623,PPO,1,-1
6624,PPO,1,-1
6625,PPO,1,-1
6626,PPO,1,-1
6627,PPO,1,-1
6628,PPO,1,-1
6629,Random,-1,1
6630,PPO,1,-1
6631,Random,-1,1
6632,PPO,1,-1
6633,PPO,1,-1
6634,PPO,1,-1
6635,PPO,1,-1
6636,PPO,1,-1
6637,PPO,1,-1
6638,PPO,1,-1
6639,PPO,1,-1
6640,PPO,1,-1
6641,PPO,1,-1
6642,PPO,1,-1
6643,PPO,1,-1
6644,Random,-1,1
6645,PPO,1,-1
6646,Random,-1,1
6647,PPO,1,-1
6648,Random,-1,1
6649,PPO,1,-1
6650,Random,-1,1
6651,PPO,1,-1
6652,Random,-1,1
6653,PPO,1,-1
6654,PPO,1,-1
6655,PPO,1,-1
6656,PPO,1,-1
6657,PPO,1,-1
6658,PPO,1,-1
6659,PPO,1,-1
6660,PPO,1,-1
6661,PPO,1,-1
6662,PPO,1,-1
6663,PPO,1,-1
6664,PPO,1,-1
6665,Random,-1,1
6666,PPO,1,-1
6667,PPO,1,-1
6668,PPO,1,-1
6669,PPO,1,-1
6670,Random,-1,1
6671,PPO,1,-1
6672,PPO,1,-1
6673,PPO,1,-1
6674,PPO,1,-1
6675,PPO,1,-1
6676,PPO,1,-1
6677,PPO,1,-1
6678,PPO,1,-1
6679,PPO,1,-1
6680,PPO,1,-1
6681,PPO,1,-1
6682,PPO,1,-1
6683,PPO,1,-1
6684,PPO,1,-1
6685,PPO,1,-1
6686,PPO,1,-1
6687,Random,-1,1
6688,PPO,1,-1
6689,PPO,1,-1
6690,PPO,1,-1
6691,Random,-1,1
6692,PPO,1,-1
6693,PPO,1,-1
6694,PPO,1,-1
6695,PPO,1,-1
6696,PPO,1,-1
6697,Random,-1,1
6698,PPO,1,-1
6699,PPO,1,-1
6700,PPO,1,-1
6701,PPO,1,-1
6702,PPO,1,-1
6703,PPO,1,-1
6704,PPO,1,-1
6705,PPO,1,-1
6706,Random,-1,1
6707,PPO,1,-1
6708,Random,-1,1
6709,PPO,1,-1
6710,Random,-1,1
6711,PPO,1,-1
6712,PPO,1,-1
6713,PPO,1,-1
6714,PPO,1,-1
6715,PPO,1,-1
6716,PPO,1,-1
6717,PPO,1,-1
6718,PPO,1,-1
6719,PPO,1,-1
6720,PPO,1,-1
6721,PPO,1,-1
6722,PPO,1,-1
6723,PPO,1,-1
6724,PPO,1,-1
6725,PPO,1,-1
6726,PPO,1,-1
6727,PPO,1,-1
6728,PPO,1,-1
6729,PPO,1,-1
6730,PPO,1,-1
6731,Random,-1,1
6732,PPO,1,-1
6733,PPO,1,-1
6734,PPO,1,-1
6735,PPO,1,-1
6736,PPO,1,-1
6737,PPO,1,-1
6738,PPO,1,-1
6739,PPO,1,-1
6740,PPO,1,-1
6741,PPO,1,-1
6742,Random,-1,1
6743,PPO,1,-1
6744,PPO,1,-1
6745,PPO,1,-1
6746,PPO,1,-1
6747,PPO,1,-1
6748,PPO,1,-1
6749,PPO,1,-1
6750,Random,-1,1
6751,PPO,1,-1
6752,PPO,1,-1
6753,Random,-1,1
6754,PPO,1,-1
6755,PPO,1,-1
6756,PPO,1,-1
6757,PPO,1,-1
6758,PPO,1,-1
6759,PPO,1,-1
6760,PPO,1,-1
6761,PPO,1,-1
6762,PPO,1,-1
6763,PPO,1,-1
6764,PPO,1,-1
6765,PPO,1,-1
6766,PPO,1,-1
6767,PPO,1,-1
6768,PPO,1,-1
6769,PPO,1,-1
6770,PPO,1,-1
6771,PPO,1,-1
6772,PPO,1,-1
6773,PPO,1,-1
6774,Random,-1,1
6775,Random,-1,1
6776,PPO,1,-1
6777,PPO,1,-1
6778,PPO,1,-1
6779,PPO,1,-1
6780,PPO,1,-1
6781,PPO,1,-1
6782,PPO,1,-1
6783,PPO,1,-1
6784,PPO,1,-1
6785,PPO,1,-1
6786,PPO,1,-1
6787,PPO,1,-1
6788,PPO,1,-1
6789,PPO,1,-1
6790,PPO,1,-1
6791,PPO,1,-1
6792,PPO,1,-1
6793,PPO,1,-1
6794,PPO,1,-1
6795,PPO,1,-1
6796,PPO,1,-1
6797,PPO,1,-1
6798,PPO,1,-1
6799,PPO,1,-1
6800,PPO,1,-1
6801,PPO,1,-1
6802,PPO,1,-1
6803,PPO,1,-1
6804,PPO,1,-1
6805,PPO,1,-1
6806,PPO,1,-1
6807,PPO,1,-1
6808,PPO,1,-1
6809,PPO,1,-1
6810,PPO,1,-1
6811,PPO,1,-1
6812,PPO,1,-1
6813,PPO,1,-1
6814,PPO,1,-1
6815,PPO,1,-1
6816,PPO,1,-1
6817,PPO,1,-1
6818,PPO,1,-1
6819,PPO,1,-1
6820,PPO,1,-1
6821,Random,-1,1
6822,PPO,1,-1
6823,PPO,1,-1
6824,PPO,1,-1
6825,PPO,1,-1
6826,PPO,1,-1
6827,PPO,1,-1
6828,PPO,1,-1
6829,PPO,1,-1
6830,PPO,1,-1
6831,Random,-1,1
6832,PPO,1,-1
6833,PPO,1,-1
6834,PPO,1,-1
6835,Random,-1,1
6836,PPO,1,-1
6837,PPO,1,-1
6838,Random,-1,1
6839,PPO,1,-1
6840,PPO,1,-1
6841,PPO,1,-1
6842,PPO,1,-1
6843,Random,-1,1
6844,PPO,1,-1
6845,PPO,1,-1
6846,PPO,1,-1
6847,PPO,1,-1
6848,PPO,1,-1
6849,PPO,1,-1
6850,PPO,1,-1
6851,PPO,1,-1
6852,PPO,1,-1
6853,PPO,1,-1
6854,PPO,1,-1
6855,PPO,1,-1
6856,PPO,1,-1
6857,PPO,1,-1
6858,Random,-1,1
6859,Random,-1,1
6860,PPO,1,-1
6861,PPO,1,-1
6862,PPO,1,-1
6863,PPO,1,-1
6864,PPO,1,-1
6865,PPO,1,-1
6866,PPO,1,-1
6867,PPO,1,-1
6868,PPO,1,-1
6869,PPO,1,-1
6870,PPO,1,-1
6871,PPO,1,-1
6872,Random,-1,1
6873,PPO,1,-1
6874,PPO,1,-1
6875,PPO,1,-1
6876,PPO,1,-1
6877,PPO,1,-1
6878,PPO,1,-1
6879,PPO,1,-1
6880,PPO,1,-1
6881,PPO,1,-1
6882,PPO,1,-1
6883,PPO,1,-1
6884,Random,-1,1
6885,PPO,1,-1
6886,PPO,1,-1
6887,Random,-1,1
6888,PPO,1,-1
6889,PPO,1,-1
6890,PPO,1,-1
6891,Random,-1,1
6892,PPO,1,-1
6893,PPO,1,-1
6894,PPO,1,-1
6895,PPO,1,-1
6896,PPO,1,-1
6897,PPO,1,-1
6898,PPO,1,-1
6899,PPO,1,-1
6900,PPO,1,-1
6901,PPO,1,-1
6902,PPO,1,-1
6903,Random,-1,1
6904,PPO,1,-1
6905,PPO,1,-1
6906,PPO,1,-1
6907,PPO,1,-1
6908,Random,-1,1
6909,PPO,1,-1
6910,PPO,1,-1
6911,PPO,1,-1
6912,Random,-1,1
6913,PPO,1,-1
6914,PPO,1,-1
6915,PPO,1,-1
6916,PPO,1,-1
6917,PPO,1,-1
6918,PPO,1,-1
6919,Random,-1,1
6920,Random,-1,1
6921,Random,-1,1
6922,PPO,1,-1
6923,PPO,1,-1
6924,PPO,1,-1
6925,PPO,1,-1
6926,PPO,1,-1
6927,PPO,1,-1
6928,PPO,1,-1
6929,PPO,1,-1
6930,PPO,1,-1
6931,Random,-1,1
6932,Random,-1,1
6933,PPO,1,-1
6934,PPO,1,-1
6935,PPO,1,-1
6936,Random,-1,1
6937,Random,-1,1
6938,PPO,1,-1
6939,Random,-1,1
6940,PPO,1,-1
6941,Random,-1,1
6942,PPO,1,-1
6943,PPO,1,-1
6944,PPO,1,-1
6945,PPO,1,-1
6946,PPO,1,-1
6947,PPO,1,-1
6948,Random,-1,1
6949,PPO,1,-1
6950,PPO,1,-1
6951,PPO,1,-1
6952,PPO,1,-1
6953,PPO,1,-1
6954,PPO,1,-1
6955,PPO,1,-1
6956,PPO,1,-1
6957,PPO,1,-1
6958,Random,-1,1
6959,PPO,1,-1
6960,PPO,1,-1
6961,PPO,1,-1
6962,PPO,1,-1
6963,PPO,1,-1
6964,PPO,1,-1
6965,PPO,1,-1
6966,PPO,1,-1
6967,PPO,1,-1
6968,PPO,1,-1
6969,PPO,1,-1
6970,PPO,1,-1
6971,PPO,1,-1
6972,PPO,1,-1
6973,PPO,1,-1
6974,Random,-1,1
6975,PPO,1,-1
6976,PPO,1,-1
6977,PPO,1,-1
6978,Random,-1,1
6979,PPO,1,-1
6980,PPO,1,-1
6981,PPO,1,-1
6982,PPO,1,-1
6983,PPO,1,-1
6984,Random,-1,1
6985,Random,-1,1
6986,PPO,1,-1
6987,PPO,1,-1
6988,Random,-1,1
6989,PPO,1,-1
6990,PPO,1,-1
6991,Random,-1,1
6992,Random,-1,1
6993,Random,-1,1
6994,Random,-1,1
6995,PPO,1,-1
6996,PPO,1,-1
6997,PPO,1,-1
6998,PPO,1,-1
6999,PPO,1,-1
7000,PPO,1,-1
7001,PPO,1,-1
7002,PPO,1,-1
7003,PPO,1,-1
7004,PPO,1,-1
7005,PPO,1,-1
7006,Random,-1,1
7007,PPO,1,-1
7008,PPO,1,-1
7009,PPO,1,-1
7010,PPO,1,-1
7011,Random,-1,1
7012,PPO,1,-1
7013,PPO,1,-1
7014,PPO,1,-1
7015,Random,-1,1
7016,Random,-1,1
7017,PPO,1,-1
7018,PPO,1,-1
7019,PPO,1,-1
7020,PPO,1,-1
7021,PPO,1,-1
7022,Random,-1,1
7023,PPO,1,-1
7024,PPO,1,-1
7025,PPO,1,-1
7026,PPO,1,-1
7027,Random,-1,1
7028,PPO,1,-1
7029,PPO,1,-1
7030,PPO,1,-1
7031,PPO,1,-1
7032,PPO,1,-1
7033,Random,-1,1
7034,PPO,1,-1
7035,PPO,1,-1
7036,PPO,1,-1
7037,PPO,1,-1
7038,PPO,1,-1
7039,PPO,1,-1
7040,PPO,1,-1
7041,Random,-1,1
7042,PPO,1,-1
7043,Random,-1,1
7044,Random,-1,1
7045,PPO,1,-1
7046,PPO,1,-1
7047,Random,-1,1
7048,Random,-1,1
7049,PPO,1,-1
7050,PPO,1,-1
7051,PPO,1,-1
7052,PPO,1,-1
7053,PPO,1,-1
7054,PPO,1,-1
7055,PPO,1,-1
7056,PPO,1,-1
7057,PPO,1,-1
7058,PPO,1,-1
7059,PPO,1,-1
7060,PPO,1,-1
7061,PPO,1,-1
7062,PPO,1,-1
7063,PPO,1,-1
7064,PPO,1,-1
7065,PPO,1,-1
7066,PPO,1,-1
7067,Random,-1,1
7068,PPO,1,-1
7069,PPO,1,-1
7070,PPO,1,-1
7071,PPO,1,-1
7072,PPO,1,-1
7073,PPO,1,-1
7074,PPO,1,-1
7075,PPO,1,-1
7076,PPO,1,-1
7077,PPO,1,-1
7078,PPO,1,-1
7079,PPO,1,-1
7080,PPO,1,-1
7081,Random,-1,1
7082,PPO,1,-1
7083,PPO,1,-1
7084,PPO,1,-1
7085,PPO,1,-1
7086,Random,-1,1
7087,PPO,1,-1
7088,PPO,1,-1
7089,Random,-1,1
7090,PPO,1,-1
7091,PPO,1,-1
7092,PPO,1,-1
7093,PPO,1,-1
7094,PPO,1,-1
7095,PPO,1,-1
7096,PPO,1,-1
7097,PPO,1,-1
7098,PPO,1,-1
7099,Random,-1,1
7100,PPO,1,-1
7101,PPO,1,-1
7102,PPO,1,-1
7103,PPO,1,-1
7104,PPO,1,-1
7105,PPO,1,-1
7106,Random,-1,1
7107,PPO,1,-1
7108,PPO,1,-1
7109,PPO,1,-1
7110,PPO,1,-1
7111,PPO,1,-1
7112,PPO,1,-1
7113,PPO,1,-1
7114,PPO,1,-1
7115,PPO,1,-1
7116,PPO,1,-1
7117,PPO,1,-1
7118,PPO,1,-1
7119,Random,-1,1
7120,PPO,1,-1
7121,PPO,1,-1
7122,PPO,1,-1
7123,PPO,1,-1
7124,PPO,1,-1
7125,PPO,1,-1
7126,PPO,1,-1
7127,Random,-1,1
7128,PPO,1,-1
7129,PPO,1,-1
7130,Random,-1,1
7131,PPO,1,-1
7132,PPO,1,-1
7133,PPO,1,-1
7134,PPO,1,-1
7135,Random,-1,1
7136,PPO,1,-1
7137,PPO,1,-1
7138,PPO,1,-1
7139,Random,-1,1
7140,PPO,1,-1
7141,PPO,1,-1
7142,PPO,1,-1
7143,PPO,1,-1
7144,PPO,1,-1
7145,PPO,1,-1
7146,PPO,1,-1
7147,PPO,1,-1
7148,PPO,1,-1
7149,PPO,1,-1
7150,PPO,1,-1
7151,PPO,1,-1
7152,PPO,1,-1
7153,Random,-1,1
7154,PPO,1,-1
7155,PPO,1,-1
7156,PPO,1,-1
7157,PPO,1,-1
7158,Random,-1,1
7159,PPO,1,-1
7160,PPO,1,-1
7161,PPO,1,-1
7162,PPO,1,-1
7163,PPO,1,-1
7164,PPO,1,-1
7165,PPO,1,-1
7166,PPO,1,-1
7167,PPO,1,-1
7168,Random,-1,1
7169,PPO,1,-1
7170,PPO,1,-1
7171,PPO,1,-1
7172,PPO,1,-1
7173,PPO,1,-1
7174,PPO,1,-1
7175,PPO,1,-1
7176,PPO,1,-1
7177,PPO,1,-1
7178,PPO,1,-1
7179,PPO,1,-1
7180,PPO,1,-1
7181,Random,-1,1
7182,PPO,1,-1
7183,PPO,1,-1
7184,PPO,1,-1
7185,Random,-1,1
7186,PPO,1,-1
7187,PPO,1,-1
7188,PPO,1,-1
7189,Random,-1,1
7190,PPO,1,-1
7191,PPO,1,-1
7192,PPO,1,-1
7193,Random,-1,1
7194,PPO,1,-1
7195,PPO,1,-1
7196,PPO,1,-1
7197,PPO,1,-1
7198,Random,-1,1
7199,PPO,1,-1
7200,PPO,1,-1
7201,PPO,1,-1
