episode,winner,PPO,PPO_2
4388,PPO_2,-1,1
4389,PPO_2,-1,1
4390,PPO_2,-1,1
4391,PPO_2,-1,1
4392,PPO,1,-1
4393,PPO_2,-1,1
4394,PPO_2,-1,1
4395,PPO,1,-1
4396,PPO_2,-1,1
4397,PPO_2,-1,1
4398,PPO,1,-1
4399,PPO_2,-1,1
4400,PPO,1,-1
4401,PPO_2,-1,1
4402,PPO,1,-1
4403,PPO,1,-1
4404,PPO_2,-1,1
4405,PPO,1,-1
4406,PPO_2,-1,1
4407,PPO_2,-1,1
4408,PPO,1,-1
4409,PPO_2,-1,1
4410,PPO,1,-1
4411,PPO_2,-1,1
4412,PPO,1,-1
4413,PPO,1,-1
4414,PPO_2,-1,1
4415,PPO_2,-1,1
4416,PPO_2,-1,1
4417,PPO,1,-1
4418,PPO,1,-1
4419,PPO_2,-1,1
4420,PPO,1,-1
4421,PPO,1,-1
4422,PPO,1,-1
4423,PPO,1,-1
4424,PPO_2,-1,1
4425,PPO,1,-1
4426,PPO,1,-1
4427,PPO,1,-1
4428,PPO_2,-1,1
4429,PPO_2,-1,1
4430,PPO,1,-1
4431,PPO_2,-1,1
4432,PPO_2,-1,1
4433,PPO_2,-1,1
4434,PPO,1,-1
4435,PPO,1,-1
4436,PPO,1,-1
4437,PPO_2,-1,1
4438,PPO_2,-1,1
4439,PPO_2,-1,1
4440,PPO_2,-1,1
4441,PPO,1,-1
4442,PPO,1,-1
4443,PPO,1,-1
4444,PPO_2,-1,1
4445,PPO_2,-1,1
4446,PPO_2,-1,1
4447,PPO,1,-1
4448,PPO,1,-1
4449,PPO,1,-1
4450,PPO,1,-1
4451,PPO,1,-1
4452,PPO,1,-1
4453,PPO_2,-1,1
4454,PPO_2,-1,1
4455,PPO,1,-1
4456,PPO_2,-1,1
4457,PPO,1,-1
4458,PPO_2,-1,1
4459,PPO_2,-1,1
4460,PPO_2,-1,1
4461,PPO_2,-1,1
4462,PPO,1,-1
4463,PPO,1,-1
4464,PPO,1,-1
4465,PPO_2,-1,1
4466,PPO,1,-1
4467,PPO,1,-1
4468,PPO_2,-1,1
4469,PPO_2,-1,1
4470,PPO,1,-1
4471,PPO_2,-1,1
4472,PPO,1,-1
4473,PPO,1,-1
4474,PPO,1,-1
4475,PPO,1,-1
4476,PPO_2,-1,1
4477,PPO_2,-1,1
4478,PPO_2,-1,1
4479,PPO_2,-1,1
4480,PPO_2,-1,1
4481,PPO_2,-1,1
4482,PPO_2,-1,1
4483,PPO_2,-1,1
4484,PPO,1,-1
4485,PPO_2,-1,1
4486,PPO,1,-1
4487,PPO_2,-1,1
4488,PPO,1,-1
4489,PPO_2,-1,1
4490,PPO_2,-1,1
4491,PPO,1,-1
4492,PPO,1,-1
4493,PPO,1,-1
4494,PPO_2,-1,1
4495,PPO_2,-1,1
4496,PPO_2,-1,1
4497,PPO_2,-1,1
4498,PPO,1,-1
4499,PPO,1,-1
4500,PPO_2,-1,1
4501,PPO_2,-1,1
4502,PPO_2,-1,1
4503,PPO_2,-1,1
4504,PPO_2,-1,1
4505,PPO_2,-1,1
4506,PPO_2,-1,1
4507,PPO_2,-1,1
4508,PPO,1,-1
4509,PPO,1,-1
4510,PPO_2,-1,1
4511,PPO_2,-1,1
4512,PPO,1,-1
4513,PPO_2,-1,1
4514,PPO,1,-1
4515,PPO_2,-1,1
4516,PPO,1,-1
4517,PPO,1,-1
4518,PPO_2,-1,1
4519,PPO_2,-1,1
4520,PPO_2,-1,1
4521,PPO,1,-1
4522,PPO,1,-1
4523,PPO_2,-1,1
4524,PPO,1,-1
4525,PPO,1,-1
4526,PPO_2,-1,1
4527,PPO,1,-1
4528,PPO,1,-1
4529,PPO,1,-1
4530,PPO,1,-1
4531,PPO,1,-1
4532,PPO_2,-1,1
4533,PPO_2,-1,1
4534,PPO_2,-1,1
4535,PPO,1,-1
4536,PPO,1,-1
4537,PPO_2,-1,1
4538,PPO_2,-1,1
4539,PPO_2,-1,1
4540,PPO,1,-1
4541,PPO,1,-1
4542,PPO,1,-1
4543,PPO,1,-1
4544,PPO_2,-1,1
4545,PPO,1,-1
4546,PPO,1,-1
4547,PPO,1,-1
4548,PPO_2,-1,1
4549,PPO_2,-1,1
4550,PPO_2,-1,1
4551,PPO,1,-1
4552,PPO_2,-1,1
4553,PPO_2,-1,1
4554,PPO,1,-1
4555,PPO_2,-1,1
4556,PPO,1,-1
4557,PPO,1,-1
4558,PPO_2,-1,1
4559,PPO,1,-1
4560,PPO_2,-1,1
4561,PPO,1,-1
4562,PPO,1,-1
4563,PPO,1,-1
4564,PPO,1,-1
4565,PPO,1,-1
4566,PPO,1,-1
4567,PPO_2,-1,1
4568,PPO_2,-1,1
4569,PPO,1,-1
4570,PPO_2,-1,1
4571,PPO_2,-1,1
4572,PPO_2,-1,1
4573,PPO_2,-1,1
4574,PPO_2,-1,1
4575,PPO,1,-1
4576,PPO_2,-1,1
4577,PPO,1,-1
4578,PPO,1,-1
4579,PPO_2,-1,1
4580,PPO,1,-1
4581,PPO_2,-1,1
4582,PPO,1,-1
4583,PPO,1,-1
4584,PPO,1,-1
4585,PPO,1,-1
4586,PPO_2,-1,1
4587,PPO_2,-1,1
4588,PPO_2,-1,1
4589,PPO_2,-1,1
4590,PPO_2,-1,1
4591,PPO,1,-1
4592,PPO_2,-1,1
4593,PPO_2,-1,1
4594,PPO,1,-1
4595,PPO_2,-1,1
4596,PPO,1,-1
4597,PPO_2,-1,1
4598,PPO_2,-1,1
4599,PPO,1,-1
4600,PPO_2,-1,1
4601,PPO_2,-1,1
4602,PPO,1,-1
4603,PPO_2,-1,1
4604,PPO,1,-1
4605,PPO,1,-1
4606,PPO_2,-1,1
4607,PPO_2,-1,1
4608,PPO,1,-1
4609,PPO_2,-1,1
4610,PPO_2,-1,1
4611,PPO_2,-1,1
4612,PPO_2,-1,1
4613,PPO_2,-1,1
4614,PPO_2,-1,1
4615,PPO,1,-1
4616,PPO,1,-1
4617,PPO_2,-1,1
4618,PPO_2,-1,1
4619,PPO_2,-1,1
4620,PPO,1,-1
4621,PPO,1,-1
4622,PPO_2,-1,1
4623,PPO_2,-1,1
4624,PPO_2,-1,1
4625,PPO_2,-1,1
4626,PPO_2,-1,1
4627,PPO_2,-1,1
4628,PPO_2,-1,1
4629,PPO,1,-1
4630,PPO,1,-1
4631,PPO_2,-1,1
4632,PPO_2,-1,1
4633,PPO,1,-1
4634,PPO_2,-1,1
4635,PPO,1,-1
4636,PPO,1,-1
4637,PPO_2,-1,1
4638,PPO,1,-1
4639,PPO_2,-1,1
4640,PPO,1,-1
4641,PPO_2,-1,1
4642,PPO_2,-1,1
4643,PPO,1,-1
4644,PPO,1,-1
4645,PPO,1,-1
4646,PPO_2,-1,1
4647,PPO_2,-1,1
4648,PPO_2,-1,1
4649,PPO,1,-1
4650,PPO_2,-1,1
4651,PPO_2,-1,1
4652,PPO_2,-1,1
4653,PPO,1,-1
4654,PPO,1,-1
4655,PPO_2,-1,1
4656,PPO,1,-1
4657,PPO,1,-1
4658,PPO_2,-1,1
4659,PPO_2,-1,1
4660,PPO,1,-1
4661,PPO_2,-1,1
4662,PPO,1,-1
4663,PPO_2,-1,1
4664,PPO_2,-1,1
4665,PPO_2,-1,1
4666,PPO,1,-1
4667,PPO,1,-1
4668,PPO_2,-1,1
4669,PPO_2,-1,1
4670,PPO_2,-1,1
4671,PPO_2,-1,1
4672,PPO_2,-1,1
4673,PPO,1,-1
4674,PPO_2,-1,1
4675,PPO,1,-1
4676,PPO,1,-1
4677,PPO,1,-1
4678,PPO_2,-1,1
4679,PPO_2,-1,1
4680,PPO,1,-1
4681,PPO_2,-1,1
4682,PPO_2,-1,1
4683,PPO,1,-1
4684,PPO_2,-1,1
4685,PPO_2,-1,1
4686,PPO_2,-1,1
4687,PPO,1,-1
4688,PPO,1,-1
4689,PPO,1,-1
4690,PPO,1,-1
4691,PPO,1,-1
4692,PPO,1,-1
4693,PPO,1,-1
4694,PPO,1,-1
4695,PPO,1,-1
4696,PPO_2,-1,1
4697,PPO_2,-1,1
4698,PPO_2,-1,1
4699,PPO_2,-1,1
4700,PPO_2,-1,1
4701,PPO,1,-1
4702,PPO,1,-1
4703,PPO_2,-1,1
4704,PPO_2,-1,1
4705,PPO_2,-1,1
4706,PPO,1,-1
4707,PPO,1,-1
4708,PPO_2,-1,1
4709,PPO,1,-1
4710,PPO_2,-1,1
4711,PPO,1,-1
4712,PPO_2,-1,1
4713,PPO,1,-1
4714,PPO_2,-1,1
4715,PPO,1,-1
4716,PPO_2,-1,1
4717,PPO,1,-1
4718,PPO,1,-1
4719,PPO,1,-1
4720,PPO,1,-1
4721,PPO_2,-1,1
4722,PPO_2,-1,1
4723,PPO_2,-1,1
4724,PPO,1,-1
4725,PPO,1,-1
4726,PPO_2,-1,1
4727,PPO_2,-1,1
4728,PPO_2,-1,1
4729,PPO_2,-1,1
4730,PPO,1,-1
4731,PPO_2,-1,1
4732,PPO_2,-1,1
4733,PPO_2,-1,1
4734,PPO,1,-1
4735,PPO_2,-1,1
4736,PPO,1,-1
4737,PPO_2,-1,1
4738,PPO,1,-1
4739,PPO_2,-1,1
4740,PPO_2,-1,1
4741,PPO_2,-1,1
4742,PPO,1,-1
4743,PPO,1,-1
4744,PPO,1,-1
4745,PPO,1,-1
4746,PPO_2,-1,1
4747,PPO_2,-1,1
4748,PPO_2,-1,1
4749,PPO,1,-1
4750,PPO_2,-1,1
4751,PPO_2,-1,1
4752,PPO,1,-1
4753,PPO_2,-1,1
4754,PPO_2,-1,1
4755,PPO,1,-1
4756,PPO,1,-1
4757,PPO_2,-1,1
4758,PPO_2,-1,1
4759,PPO_2,-1,1
4760,PPO_2,-1,1
4761,PPO_2,-1,1
4762,PPO,1,-1
4763,PPO_2,-1,1
4764,PPO,1,-1
4765,PPO_2,-1,1
4766,PPO_2,-1,1
4767,PPO_2,-1,1
4768,PPO,1,-1
4769,PPO,1,-1
4770,PPO,1,-1
4771,PPO,1,-1
4772,PPO,1,-1
4773,PPO,1,-1
4774,PPO,1,-1
4775,PPO_2,-1,1
4776,PPO_2,-1,1
4777,PPO,1,-1
4778,PPO,1,-1
4779,PPO,1,-1
4780,PPO,1,-1
4781,PPO,1,-1
4782,PPO_2,-1,1
4783,PPO,1,-1
4784,PPO,1,-1
4785,PPO_2,-1,1
4786,PPO,1,-1
4787,PPO,1,-1
4788,PPO_2,-1,1
4789,PPO_2,-1,1
4790,PPO_2,-1,1
4791,PPO_2,-1,1
4792,PPO,1,-1
4793,PPO,1,-1
4794,PPO_2,-1,1
4795,PPO,1,-1
4796,PPO_2,-1,1
4797,PPO,1,-1
4798,PPO,1,-1
4799,PPO_2,-1,1
4800,PPO_2,-1,1
4801,PPO,1,-1
4802,PPO,1,-1
4803,PPO,1,-1
4804,PPO_2,-1,1
4805,PPO_2,-1,1
4806,PPO_2,-1,1
4807,PPO_2,-1,1
4808,PPO,1,-1
4809,PPO_2,-1,1
4810,PPO_2,-1,1
4811,PPO,1,-1
4812,PPO,1,-1
4813,PPO,1,-1
4814,PPO,1,-1
4815,PPO,1,-1
4816,PPO,1,-1
4817,PPO,1,-1
4818,PPO_2,-1,1
4819,PPO,1,-1
4820,PPO_2,-1,1
4821,PPO,1,-1
4822,PPO,1,-1
4823,PPO_2,-1,1
4824,PPO,1,-1
4825,PPO_2,-1,1
4826,PPO_2,-1,1
4827,PPO_2,-1,1
4828,PPO,1,-1
4829,PPO_2,-1,1
4830,PPO_2,-1,1
4831,PPO_2,-1,1
4832,PPO_2,-1,1
4833,PPO,1,-1
4834,PPO,1,-1
4835,PPO_2,-1,1
4836,PPO_2,-1,1
4837,PPO_2,-1,1
4838,PPO_2,-1,1
4839,PPO_2,-1,1
4840,PPO,1,-1
4841,PPO,1,-1
4842,PPO,1,-1
4843,PPO_2,-1,1
4844,PPO_2,-1,1
4845,PPO_2,-1,1
4846,PPO_2,-1,1
4847,PPO,1,-1
4848,PPO_2,-1,1
4849,PPO_2,-1,1
4850,PPO_2,-1,1
4851,PPO_2,-1,1
4852,PPO_2,-1,1
4853,PPO,1,-1
4854,PPO_2,-1,1
4855,PPO,1,-1
4856,PPO,1,-1
4857,PPO_2,-1,1
4858,PPO_2,-1,1
4859,PPO,1,-1
4860,PPO,1,-1
4861,PPO,1,-1
4862,PPO_2,-1,1
4863,PPO,1,-1
4864,PPO_2,-1,1
4865,PPO,1,-1
4866,PPO,1,-1
4867,PPO_2,-1,1
4868,PPO_2,-1,1
4869,PPO,1,-1
4870,PPO_2,-1,1
4871,PPO_2,-1,1
4872,PPO_2,-1,1
4873,PPO,1,-1
4874,PPO,1,-1
4875,PPO,1,-1
4876,PPO,1,-1
4877,PPO,1,-1
4878,PPO_2,-1,1
4879,PPO,1,-1
4880,PPO,1,-1
4881,PPO,1,-1
4882,PPO_2,-1,1
4883,PPO,1,-1
4884,PPO_2,-1,1
4885,PPO,1,-1
4886,PPO_2,-1,1
4887,PPO,1,-1
4888,PPO,1,-1
4889,PPO_2,-1,1
4890,PPO_2,-1,1
4891,PPO,1,-1
4892,PPO,1,-1
4893,PPO_2,-1,1
4894,PPO_2,-1,1
4895,PPO,1,-1
4896,PPO_2,-1,1
4897,PPO,1,-1
4898,PPO_2,-1,1
4899,PPO_2,-1,1
4900,PPO,1,-1
4901,PPO,1,-1
4902,PPO_2,-1,1
4903,PPO_2,-1,1
4904,PPO_2,-1,1
4905,PPO_2,-1,1
4906,PPO,1,-1
4907,PPO,1,-1
4908,PPO,1,-1
4909,PPO,1,-1
4910,PPO_2,-1,1
4911,PPO_2,-1,1
4912,PPO,1,-1
4913,PPO,1,-1
4914,PPO,1,-1
4915,PPO_2,-1,1
4916,PPO,1,-1
4917,PPO_2,-1,1
4918,PPO_2,-1,1
4919,PPO_2,-1,1
4920,PPO,1,-1
4921,PPO,1,-1
4922,PPO_2,-1,1
4923,PPO,1,-1
4924,PPO,1,-1
4925,PPO,1,-1
4926,PPO,1,-1
4927,PPO,1,-1
4928,PPO_2,-1,1
4929,PPO_2,-1,1
4930,PPO,1,-1
4931,PPO_2,-1,1
4932,PPO,1,-1
4933,PPO,1,-1
4934,PPO_2,-1,1
4935,PPO_2,-1,1
4936,PPO_2,-1,1
4937,PPO_2,-1,1
4938,PPO_2,-1,1
4939,PPO_2,-1,1
4940,PPO_2,-1,1
4941,PPO,1,-1
4942,PPO,1,-1
4943,PPO,1,-1
4944,PPO,1,-1
4945,PPO,1,-1
4946,PPO_2,-1,1
4947,PPO,1,-1
4948,PPO,1,-1
4949,PPO,1,-1
4950,PPO_2,-1,1
4951,PPO_2,-1,1
4952,PPO,1,-1
4953,PPO,1,-1
4954,PPO,1,-1
4955,PPO,1,-1
4956,PPO_2,-1,1
4957,PPO_2,-1,1
4958,PPO,1,-1
4959,PPO,1,-1
4960,PPO_2,-1,1
4961,PPO_2,-1,1
4962,PPO_2,-1,1
4963,PPO,1,-1
4964,PPO_2,-1,1
4965,PPO_2,-1,1
4966,PPO,1,-1
4967,PPO,1,-1
4968,PPO_2,-1,1
4969,PPO_2,-1,1
4970,PPO_2,-1,1
4971,PPO,1,-1
4972,PPO_2,-1,1
4973,PPO,1,-1
4974,PPO,1,-1
4975,PPO,1,-1
4976,PPO_2,-1,1
4977,PPO_2,-1,1
4978,PPO,1,-1
4979,PPO_2,-1,1
4980,PPO,1,-1
4981,PPO,1,-1
4982,PPO_2,-1,1
4983,PPO_2,-1,1
4984,PPO,1,-1
4985,PPO_2,-1,1
4986,PPO,1,-1
4987,PPO_2,-1,1
4988,PPO,1,-1
4989,PPO_2,-1,1
4990,PPO,1,-1
4991,PPO,1,-1
4992,PPO,1,-1
4993,PPO,1,-1
4994,PPO_2,-1,1
4995,PPO,1,-1
4996,PPO_2,-1,1
4997,PPO,1,-1
4998,PPO,1,-1
4999,PPO_2,-1,1
5000,PPO_2,-1,1
5001,PPO,1,-1
5002,PPO_2,-1,1
5003,PPO,1,-1
5004,PPO,1,-1
5005,PPO,1,-1
5006,PPO_2,-1,1
5007,PPO,1,-1
5008,PPO,1,-1
5009,PPO,1,-1
5010,PPO,1,-1
5011,PPO,1,-1
5012,PPO,1,-1
5013,PPO,1,-1
5014,PPO,1,-1
5015,PPO,1,-1
5016,PPO_2,-1,1
5017,PPO,1,-1
5018,PPO_2,-1,1
5019,PPO_2,-1,1
5020,PPO,1,-1
5021,PPO,1,-1
5022,PPO,1,-1
5023,PPO_2,-1,1
5024,PPO_2,-1,1
5025,PPO_2,-1,1
5026,PPO,1,-1
5027,PPO,1,-1
5028,PPO_2,-1,1
5029,PPO_2,-1,1
5030,PPO,1,-1
5031,PPO_2,-1,1
5032,PPO,1,-1
5033,PPO,1,-1
5034,PPO,1,-1
5035,PPO_2,-1,1
5036,PPO,1,-1
5037,PPO,1,-1
5038,PPO_2,-1,1
5039,PPO_2,-1,1
5040,PPO_2,-1,1
5041,PPO,1,-1
5042,PPO_2,-1,1
5043,PPO_2,-1,1
5044,PPO_2,-1,1
5045,PPO_2,-1,1
5046,PPO_2,-1,1
5047,PPO,1,-1
5048,PPO_2,-1,1
5049,PPO_2,-1,1
5050,PPO_2,-1,1
5051,PPO_2,-1,1
5052,PPO_2,-1,1
5053,PPO_2,-1,1
5054,PPO_2,-1,1
5055,PPO,1,-1
5056,PPO_2,-1,1
5057,PPO,1,-1
5058,PPO,1,-1
5059,PPO,1,-1
5060,PPO_2,-1,1
5061,PPO_2,-1,1
5062,PPO_2,-1,1
5063,PPO,1,-1
5064,PPO_2,-1,1
5065,PPO,1,-1
5066,PPO_2,-1,1
5067,PPO,1,-1
5068,PPO,1,-1
5069,PPO,1,-1
5070,PPO,1,-1
5071,PPO_2,-1,1
5072,PPO_2,-1,1
5073,PPO,1,-1
5074,PPO_2,-1,1
5075,PPO,1,-1
5076,PPO,1,-1
5077,PPO_2,-1,1
5078,PPO_2,-1,1
5079,PPO,1,-1
5080,PPO,1,-1
5081,PPO_2,-1,1
5082,PPO_2,-1,1
5083,PPO,1,-1
5084,PPO,1,-1
5085,PPO_2,-1,1
5086,PPO_2,-1,1
5087,PPO_2,-1,1
5088,PPO,1,-1
5089,PPO,1,-1
5090,PPO,1,-1
5091,PPO,1,-1
5092,PPO,1,-1
5093,PPO,1,-1
5094,PPO,1,-1
5095,PPO_2,-1,1
5096,PPO_2,-1,1
5097,PPO_2,-1,1
5098,PPO_2,-1,1
5099,PPO,1,-1
5100,PPO,1,-1
5101,PPO,1,-1
5102,PPO,1,-1
5103,PPO_2,-1,1
5104,PPO,1,-1
5105,PPO_2,-1,1
5106,PPO,1,-1
5107,PPO_2,-1,1
5108,PPO_2,-1,1
5109,PPO_2,-1,1
5110,PPO_2,-1,1
5111,PPO,1,-1
5112,PPO_2,-1,1
5113,PPO_2,-1,1
5114,PPO_2,-1,1
5115,PPO,1,-1
5116,PPO_2,-1,1
5117,PPO_2,-1,1
5118,PPO_2,-1,1
5119,PPO_2,-1,1
5120,PPO_2,-1,1
5121,PPO,1,-1
5122,PPO_2,-1,1
5123,PPO,1,-1
5124,PPO,1,-1
5125,PPO_2,-1,1
5126,PPO_2,-1,1
5127,PPO,1,-1
5128,PPO_2,-1,1
5129,PPO,1,-1
5130,PPO,1,-1
5131,PPO_2,-1,1
5132,PPO,1,-1
5133,PPO_2,-1,1
5134,PPO_2,-1,1
5135,PPO,1,-1
5136,PPO_2,-1,1
5137,PPO,1,-1
5138,PPO,1,-1
5139,PPO_2,-1,1
5140,PPO,1,-1
5141,PPO,1,-1
5142,PPO_2,-1,1
5143,PPO_2,-1,1
5144,PPO_2,-1,1
5145,PPO,1,-1
5146,PPO_2,-1,1
5147,PPO,1,-1
5148,PPO_2,-1,1
5149,PPO_2,-1,1
5150,PPO_2,-1,1
5151,PPO,1,-1
5152,PPO_2,-1,1
5153,PPO,1,-1
5154,PPO_2,-1,1
5155,PPO_2,-1,1
5156,PPO,1,-1
5157,PPO,1,-1
5158,PPO,1,-1
5159,PPO_2,-1,1
5160,PPO_2,-1,1
5161,PPO_2,-1,1
5162,PPO_2,-1,1
5163,PPO,1,-1
5164,PPO_2,-1,1
5165,PPO_2,-1,1
5166,PPO_2,-1,1
5167,PPO,1,-1
5168,PPO,1,-1
5169,PPO,1,-1
5170,PPO_2,-1,1
5171,PPO_2,-1,1
5172,PPO_2,-1,1
5173,PPO_2,-1,1
5174,PPO,1,-1
5175,PPO,1,-1
5176,PPO_2,-1,1
5177,PPO,1,-1
5178,PPO,1,-1
5179,PPO,1,-1
5180,PPO,1,-1
5181,PPO,1,-1
5182,PPO_2,-1,1
5183,PPO,1,-1
5184,PPO_2,-1,1
5185,PPO_2,-1,1
5186,PPO,1,-1
5187,PPO,1,-1
5188,PPO,1,-1
5189,PPO_2,-1,1
5190,PPO,1,-1
5191,PPO,1,-1
5192,PPO_2,-1,1
5193,PPO,1,-1
5194,PPO_2,-1,1
5195,PPO_2,-1,1
5196,PPO_2,-1,1
5197,PPO_2,-1,1
5198,PPO_2,-1,1
5199,PPO,1,-1
5200,PPO_2,-1,1
5201,PPO_2,-1,1
5202,PPO_2,-1,1
5203,PPO,1,-1
5204,PPO_2,-1,1
5205,PPO,1,-1
5206,PPO,1,-1
5207,PPO,1,-1
5208,PPO,1,-1
5209,PPO_2,-1,1
5210,PPO,1,-1
5211,PPO,1,-1
5212,PPO_2,-1,1
5213,PPO_2,-1,1
5214,PPO,1,-1
5215,PPO,1,-1
5216,PPO_2,-1,1
5217,PPO_2,-1,1
5218,PPO,1,-1
5219,PPO,1,-1
5220,PPO_2,-1,1
5221,PPO,1,-1
5222,PPO_2,-1,1
5223,PPO_2,-1,1
5224,PPO_2,-1,1
5225,PPO_2,-1,1
5226,PPO,1,-1
5227,PPO_2,-1,1
5228,PPO,1,-1
5229,PPO,1,-1
5230,PPO,1,-1
5231,PPO,1,-1
5232,PPO,1,-1
5233,PPO,1,-1
5234,PPO_2,-1,1
5235,PPO_2,-1,1
5236,PPO_2,-1,1
5237,PPO_2,-1,1
5238,PPO,1,-1
5239,PPO,1,-1
5240,PPO,1,-1
5241,PPO_2,-1,1
5242,PPO,1,-1
5243,PPO,1,-1
5244,PPO_2,-1,1
5245,PPO_2,-1,1
5246,PPO_2,-1,1
5247,PPO_2,-1,1
5248,PPO_2,-1,1
5249,PPO,1,-1
5250,PPO,1,-1
5251,PPO,1,-1
5252,PPO_2,-1,1
5253,PPO_2,-1,1
5254,PPO,1,-1
5255,PPO,1,-1
5256,PPO,1,-1
5257,PPO,1,-1
5258,PPO_2,-1,1
5259,PPO,1,-1
5260,PPO_2,-1,1
5261,PPO,1,-1
5262,PPO,1,-1
5263,PPO,1,-1
5264,PPO_2,-1,1
5265,PPO,1,-1
5266,PPO_2,-1,1
5267,PPO,1,-1
5268,PPO,1,-1
5269,PPO,1,-1
5270,PPO_2,-1,1
5271,PPO_2,-1,1
5272,PPO_2,-1,1
5273,PPO_2,-1,1
5274,PPO_2,-1,1
5275,PPO_2,-1,1
5276,PPO_2,-1,1
5277,PPO_2,-1,1
5278,PPO,1,-1
5279,PPO,1,-1
5280,PPO,1,-1
5281,PPO_2,-1,1
5282,PPO,1,-1
5283,PPO,1,-1
5284,PPO_2,-1,1
5285,PPO_2,-1,1
5286,PPO_2,-1,1
5287,PPO_2,-1,1
5288,PPO_2,-1,1
5289,PPO,1,-1
5290,PPO,1,-1
5291,PPO,1,-1
5292,PPO_2,-1,1
5293,PPO,1,-1
5294,PPO_2,-1,1
5295,PPO_2,-1,1
5296,PPO_2,-1,1
5297,PPO,1,-1
5298,PPO,1,-1
5299,PPO_2,-1,1
5300,PPO_2,-1,1
5301,PPO_2,-1,1
5302,PPO,1,-1
5303,PPO,1,-1
5304,PPO,1,-1
5305,PPO,1,-1
5306,PPO_2,-1,1
5307,PPO,1,-1
5308,PPO,1,-1
5309,PPO_2,-1,1
5310,PPO_2,-1,1
5311,PPO,1,-1
5312,PPO,1,-1
5313,PPO,1,-1
5314,PPO,1,-1
5315,PPO_2,-1,1
5316,PPO_2,-1,1
5317,PPO,1,-1
5318,PPO_2,-1,1
5319,PPO_2,-1,1
5320,PPO_2,-1,1
5321,PPO,1,-1
5322,PPO_2,-1,1
5323,PPO,1,-1
5324,PPO,1,-1
5325,PPO,1,-1
5326,PPO_2,-1,1
5327,PPO_2,-1,1
5328,PPO_2,-1,1
5329,PPO,1,-1
5330,PPO,1,-1
5331,PPO,1,-1
5332,PPO_2,-1,1
5333,PPO_2,-1,1
5334,PPO_2,-1,1
5335,PPO,1,-1
5336,PPO,1,-1
5337,PPO,1,-1
5338,PPO_2,-1,1
5339,PPO_2,-1,1
5340,PPO_2,-1,1
5341,PPO_2,-1,1
5342,PPO,1,-1
5343,PPO_2,-1,1
5344,PPO,1,-1
5345,PPO,1,-1
5346,PPO,1,-1
5347,PPO,1,-1
5348,PPO,1,-1
5349,PPO_2,-1,1
5350,PPO,1,-1
5351,PPO,1,-1
5352,PPO,1,-1
5353,PPO_2,-1,1
5354,PPO_2,-1,1
5355,PPO,1,-1
5356,PPO_2,-1,1
5357,PPO,1,-1
5358,PPO_2,-1,1
5359,PPO,1,-1
5360,PPO_2,-1,1
5361,PPO_2,-1,1
5362,PPO_2,-1,1
5363,PPO,1,-1
5364,PPO,1,-1
5365,PPO_2,-1,1
5366,PPO,1,-1
5367,PPO,1,-1
5368,PPO_2,-1,1
5369,PPO_2,-1,1
5370,PPO,1,-1
5371,PPO_2,-1,1
5372,PPO,1,-1
5373,PPO_2,-1,1
5374,PPO_2,-1,1
5375,PPO_2,-1,1
5376,PPO,1,-1
5377,PPO,1,-1
5378,PPO_2,-1,1
5379,PPO,1,-1
5380,PPO_2,-1,1
5381,PPO,1,-1
5382,PPO_2,-1,1
5383,PPO_2,-1,1
5384,PPO_2,-1,1
5385,PPO,1,-1
5386,PPO_2,-1,1
5387,PPO_2,-1,1
5388,PPO_2,-1,1
5389,PPO,1,-1
5390,PPO_2,-1,1
5391,PPO,1,-1
5392,PPO,1,-1
5393,PPO_2,-1,1
5394,PPO,1,-1
5395,PPO_2,-1,1
5396,PPO,1,-1
5397,PPO,1,-1
5398,PPO,1,-1
5399,PPO_2,-1,1
5400,PPO,1,-1
5401,PPO,1,-1
5402,PPO,1,-1
5403,PPO,1,-1
5404,PPO_2,-1,1
5405,PPO,1,-1
5406,PPO_2,-1,1
5407,PPO_2,-1,1
5408,PPO,1,-1
5409,PPO,1,-1
5410,PPO_2,-1,1
5411,PPO_2,-1,1
5412,PPO,1,-1
5413,PPO_2,-1,1
5414,PPO_2,-1,1
5415,PPO_2,-1,1
5416,PPO_2,-1,1
5417,PPO,1,-1
5418,PPO,1,-1
5419,PPO_2,-1,1
5420,PPO,1,-1
5421,PPO_2,-1,1
5422,PPO_2,-1,1
5423,PPO_2,-1,1
5424,PPO,1,-1
5425,PPO,1,-1
5426,PPO_2,-1,1
5427,PPO,1,-1
5428,PPO,1,-1
5429,PPO_2,-1,1
5430,PPO_2,-1,1
5431,PPO_2,-1,1
5432,PPO,1,-1
5433,PPO,1,-1
5434,PPO_2,-1,1
5435,PPO_2,-1,1
5436,PPO_2,-1,1
5437,PPO_2,-1,1
5438,PPO,1,-1
5439,PPO_2,-1,1
5440,PPO_2,-1,1
5441,PPO_2,-1,1
5442,PPO,1,-1
5443,PPO_2,-1,1
5444,PPO_2,-1,1
5445,PPO,1,-1
5446,PPO_2,-1,1
5447,PPO_2,-1,1
5448,PPO_2,-1,1
5449,PPO_2,-1,1
5450,PPO_2,-1,1
5451,PPO_2,-1,1
5452,PPO,1,-1
5453,PPO,1,-1
5454,PPO_2,-1,1
5455,PPO_2,-1,1
5456,PPO,1,-1
5457,PPO_2,-1,1
5458,PPO,1,-1
5459,PPO_2,-1,1
