episode,winner,PHC,Random
6020,PHC,1,-1
6021,PHC,1,-1
6022,PHC,1,-1
6023,PHC,1,-1
6024,PHC,1,-1
6025,PHC,1,-1
6026,PHC,1,-1
6027,PHC,1,-1
6028,PHC,1,-1
6029,PHC,1,-1
6030,PHC,1,-1
6031,PHC,1,-1
6032,PHC,1,-1
6033,PHC,1,-1
6034,PHC,1,-1
6035,PHC,1,-1
6036,Random,-1,1
6037,PHC,1,-1
6038,PHC,1,-1
6039,PHC,1,-1
6040,PHC,1,-1
6041,PHC,1,-1
6042,Random,-1,1
6043,PHC,1,-1
6044,Random,-1,1
6045,Random,-1,1
6046,PHC,1,-1
6047,PHC,1,-1
6048,PHC,1,-1
6049,PHC,1,-1
6050,PHC,1,-1
6051,PHC,1,-1
6052,PHC,1,-1
6053,PHC,1,-1
6054,PHC,1,-1
6055,PHC,1,-1
6056,Random,-1,1
6057,PHC,1,-1
6058,PHC,1,-1
6059,Random,-1,1
6060,PHC,1,-1
6061,PHC,1,-1
6062,PHC,1,-1
6063,PHC,1,-1
6064,PHC,1,-1
6065,PHC,1,-1
6066,PHC,1,-1
6067,PHC,1,-1
6068,PHC,1,-1
6069,PHC,1,-1
6070,Random,-1,1
6071,PHC,1,-1
6072,Random,-1,1
6073,PHC,1,-1
6074,PHC,1,-1
6075,PHC,1,-1
6076,PHC,1,-1
6077,Random,-1,1
6078,PHC,1,-1
6079,PHC,1,-1
6080,PHC,1,-1
6081,PHC,1,-1
6082,Random,-1,1
6083,PHC,1,-1
6084,PHC,1,-1
6085,PHC,1,-1
6086,PHC,1,-1
6087,PHC,1,-1
6088,PHC,1,-1
6089,PHC,1,-1
6090,Random,-1,1
6091,PHC,1,-1
6092,PHC,1,-1
6093,PHC,1,-1
6094,PHC,1,-1
6095,PHC,1,-1
6096,Random,-1,1
6097,PHC,1,-1
6098,PHC,1,-1
6099,PHC,1,-1
6100,PHC,1,-1
6101,PHC,1,-1
6102,PHC,1,-1
6103,PHC,1,-1
6104,PHC,1,-1
6105,PHC,1,-1
6106,PHC,1,-1
6107,PHC,1,-1
6108,PHC,1,-1
6109,Random,-1,1
6110,PHC,1,-1
6111,PHC,1,-1
6112,PHC,1,-1
6113,PHC,1,-1
6114,PHC,1,-1
6115,PHC,1,-1
6116,PHC,1,-1
6117,PHC,1,-1
6118,PHC,1,-1
6119,PHC,1,-1
6120,PHC,1,-1
6121,PHC,1,-1
6122,PHC,1,-1
6123,PHC,1,-1
6124,PHC,1,-1
6125,PHC,1,-1
6126,PHC,1,-1
6127,PHC,1,-1
6128,PHC,1,-1
6129,PHC,1,-1
6130,PHC,1,-1
6131,PHC,1,-1
6132,Random,-1,1
6133,PHC,1,-1
6134,PHC,1,-1
6135,PHC,1,-1
6136,PHC,1,-1
6137,PHC,1,-1
6138,PHC,1,-1
6139,PHC,1,-1
6140,PHC,1,-1
6141,PHC,1,-1
6142,PHC,1,-1
6143,PHC,1,-1
6144,PHC,1,-1
6145,PHC,1,-1
6146,PHC,1,-1
6147,PHC,1,-1
6148,Random,-1,1
6149,PHC,1,-1
6150,PHC,1,-1
6151,PHC,1,-1
6152,PHC,1,-1
6153,PHC,1,-1
6154,Random,-1,1
6155,PHC,1,-1
6156,PHC,1,-1
6157,PHC,1,-1
6158,PHC,1,-1
6159,PHC,1,-1
6160,PHC,1,-1
6161,PHC,1,-1
6162,Random,-1,1
6163,PHC,1,-1
6164,Random,-1,1
6165,PHC,1,-1
6166,PHC,1,-1
6167,PHC,1,-1
6168,Random,-1,1
6169,PHC,1,-1
6170,PHC,1,-1
6171,PHC,1,-1
6172,PHC,1,-1
6173,PHC,1,-1
6174,PHC,1,-1
6175,PHC,1,-1
6176,PHC,1,-1
6177,PHC,1,-1
6178,PHC,1,-1
6179,PHC,1,-1
6180,PHC,1,-1
6181,PHC,1,-1
6182,PHC,1,-1
6183,PHC,1,-1
6184,PHC,1,-1
6185,Random,-1,1
6186,PHC,1,-1
6187,PHC,1,-1
6188,PHC,1,-1
6189,PHC,1,-1
6190,Random,-1,1
6191,PHC,1,-1
6192,PHC,1,-1
6193,PHC,1,-1
6194,Random,-1,1
6195,Random,-1,1
6196,PHC,1,-1
6197,Random,-1,1
6198,PHC,1,-1
6199,PHC,1,-1
6200,Random,-1,1
6201,PHC,1,-1
6202,PHC,1,-1
6203,PHC,1,-1
6204,Random,-1,1
6205,PHC,1,-1
6206,PHC,1,-1
6207,PHC,1,-1
6208,PHC,1,-1
6209,PHC,1,-1
6210,PHC,1,-1
6211,PHC,1,-1
6212,PHC,1,-1
6213,PHC,1,-1
6214,PHC,1,-1
6215,PHC,1,-1
6216,PHC,1,-1
6217,PHC,1,-1
6218,PHC,1,-1
6219,Random,-1,1
6220,PHC,1,-1
6221,PHC,1,-1
6222,PHC,1,-1
6223,Random,-1,1
6224,PHC,1,-1
6225,PHC,1,-1
6226,Random,-1,1
6227,PHC,1,-1
6228,PHC,1,-1
6229,PHC,1,-1
6230,Random,-1,1
6231,PHC,1,-1
6232,PHC,1,-1
6233,PHC,1,-1
6234,PHC,1,-1
6235,PHC,1,-1
6236,PHC,1,-1
6237,PHC,1,-1
6238,PHC,1,-1
6239,PHC,1,-1
6240,PHC,1,-1
6241,PHC,1,-1
6242,PHC,1,-1
6243,PHC,1,-1
6244,PHC,1,-1
6245,PHC,1,-1
6246,PHC,1,-1
6247,PHC,1,-1
6248,PHC,1,-1
6249,PHC,1,-1
6250,PHC,1,-1
6251,PHC,1,-1
6252,PHC,1,-1
6253,PHC,1,-1
6254,PHC,1,-1
6255,PHC,1,-1
6256,PHC,1,-1
6257,Random,-1,1
6258,PHC,1,-1
6259,Random,-1,1
6260,Random,-1,1
6261,PHC,1,-1
6262,PHC,1,-1
6263,PHC,1,-1
6264,PHC,1,-1
6265,PHC,1,-1
6266,PHC,1,-1
6267,PHC,1,-1
6268,PHC,1,-1
6269,PHC,1,-1
6270,PHC,1,-1
6271,Random,-1,1
6272,Random,-1,1
6273,Random,-1,1
6274,PHC,1,-1
6275,PHC,1,-1
6276,PHC,1,-1
6277,PHC,1,-1
6278,Random,-1,1
6279,PHC,1,-1
6280,PHC,1,-1
6281,PHC,1,-1
6282,PHC,1,-1
6283,PHC,1,-1
6284,PHC,1,-1
6285,PHC,1,-1
6286,Random,-1,1
6287,PHC,1,-1
6288,PHC,1,-1
6289,PHC,1,-1
6290,PHC,1,-1
6291,Random,-1,1
6292,PHC,1,-1
6293,Random,-1,1
6294,PHC,1,-1
6295,Random,-1,1
6296,PHC,1,-1
6297,PHC,1,-1
6298,PHC,1,-1
6299,PHC,1,-1
6300,PHC,1,-1
6301,PHC,1,-1
6302,PHC,1,-1
6303,PHC,1,-1
6304,PHC,1,-1
6305,PHC,1,-1
6306,PHC,1,-1
6307,Random,-1,1
6308,PHC,1,-1
6309,PHC,1,-1
6310,PHC,1,-1
6311,PHC,1,-1
6312,PHC,1,-1
6313,PHC,1,-1
6314,PHC,1,-1
6315,PHC,1,-1
6316,PHC,1,-1
6317,PHC,1,-1
6318,PHC,1,-1
6319,PHC,1,-1
6320,PHC,1,-1
6321,PHC,1,-1
6322,PHC,1,-1
6323,PHC,1,-1
6324,PHC,1,-1
6325,PHC,1,-1
6326,PHC,1,-1
6327,PHC,1,-1
6328,PHC,1,-1
6329,PHC,1,-1
6330,PHC,1,-1
6331,PHC,1,-1
6332,Random,-1,1
6333,Random,-1,1
6334,Random,-1,1
6335,PHC,1,-1
6336,PHC,1,-1
6337,PHC,1,-1
6338,PHC,1,-1
6339,PHC,1,-1
6340,PHC,1,-1
6341,PHC,1,-1
6342,PHC,1,-1
6343,PHC,1,-1
6344,PHC,1,-1
6345,PHC,1,-1
6346,PHC,1,-1
6347,PHC,1,-1
6348,Random,-1,1
6349,PHC,1,-1
6350,PHC,1,-1
6351,PHC,1,-1
6352,PHC,1,-1
6353,PHC,1,-1
6354,PHC,1,-1
6355,PHC,1,-1
6356,PHC,1,-1
6357,PHC,1,-1
6358,PHC,1,-1
6359,PHC,1,-1
6360,PHC,1,-1
6361,PHC,1,-1
6362,PHC,1,-1
6363,PHC,1,-1
6364,Random,-1,1
6365,Random,-1,1
6366,PHC,1,-1
6367,Random,-1,1
6368,PHC,1,-1
6369,PHC,1,-1
6370,PHC,1,-1
6371,PHC,1,-1
6372,PHC,1,-1
6373,PHC,1,-1
6374,PHC,1,-1
6375,PHC,1,-1
6376,PHC,1,-1
6377,Random,-1,1
6378,PHC,1,-1
6379,PHC,1,-1
6380,PHC,1,-1
6381,Random,-1,1
6382,PHC,1,-1
6383,PHC,1,-1
6384,PHC,1,-1
6385,PHC,1,-1
6386,PHC,1,-1
6387,PHC,1,-1
6388,PHC,1,-1
6389,PHC,1,-1
6390,PHC,1,-1
6391,PHC,1,-1
6392,PHC,1,-1
6393,Random,-1,1
6394,PHC,1,-1
6395,PHC,1,-1
6396,PHC,1,-1
6397,Random,-1,1
6398,PHC,1,-1
6399,PHC,1,-1
6400,PHC,1,-1
6401,PHC,1,-1
6402,PHC,1,-1
6403,PHC,1,-1
6404,Random,-1,1
6405,PHC,1,-1
6406,PHC,1,-1
6407,PHC,1,-1
6408,PHC,1,-1
6409,PHC,1,-1
6410,PHC,1,-1
6411,PHC,1,-1
6412,PHC,1,-1
6413,PHC,1,-1
6414,PHC,1,-1
6415,Random,-1,1
6416,PHC,1,-1
6417,PHC,1,-1
6418,PHC,1,-1
6419,PHC,1,-1
6420,PHC,1,-1
6421,PHC,1,-1
6422,PHC,1,-1
6423,PHC,1,-1
6424,Random,-1,1
6425,PHC,1,-1
6426,PHC,1,-1
6427,PHC,1,-1
6428,PHC,1,-1
6429,PHC,1,-1
6430,PHC,1,-1
6431,PHC,1,-1
6432,PHC,1,-1
6433,PHC,1,-1
6434,PHC,1,-1
6435,PHC,1,-1
6436,PHC,1,-1
6437,PHC,1,-1
6438,PHC,1,-1
6439,PHC,1,-1
6440,PHC,1,-1
6441,PHC,1,-1
6442,PHC,1,-1
6443,PHC,1,-1
6444,Random,-1,1
6445,PHC,1,-1
6446,PHC,1,-1
6447,PHC,1,-1
6448,Random,-1,1
6449,PHC,1,-1
6450,Random,-1,1
6451,PHC,1,-1
6452,PHC,1,-1
6453,PHC,1,-1
6454,PHC,1,-1
6455,PHC,1,-1
6456,PHC,1,-1
6457,Random,-1,1
6458,PHC,1,-1
6459,PHC,1,-1
6460,PHC,1,-1
6461,PHC,1,-1
6462,PHC,1,-1
6463,Random,-1,1
6464,Random,-1,1
6465,PHC,1,-1
6466,PHC,1,-1
6467,PHC,1,-1
6468,PHC,1,-1
6469,PHC,1,-1
6470,PHC,1,-1
6471,PHC,1,-1
6472,PHC,1,-1
6473,PHC,1,-1
6474,PHC,1,-1
6475,PHC,1,-1
6476,Random,-1,1
6477,Random,-1,1
6478,PHC,1,-1
6479,PHC,1,-1
6480,PHC,1,-1
6481,PHC,1,-1
6482,PHC,1,-1
6483,PHC,1,-1
6484,PHC,1,-1
6485,PHC,1,-1
6486,PHC,1,-1
6487,PHC,1,-1
6488,PHC,1,-1
6489,Random,-1,1
6490,PHC,1,-1
6491,PHC,1,-1
6492,PHC,1,-1
6493,PHC,1,-1
6494,PHC,1,-1
6495,PHC,1,-1
6496,Random,-1,1
6497,PHC,1,-1
6498,PHC,1,-1
6499,Random,-1,1
6500,PHC,1,-1
6501,PHC,1,-1
6502,PHC,1,-1
6503,PHC,1,-1
6504,PHC,1,-1
6505,PHC,1,-1
6506,PHC,1,-1
6507,PHC,1,-1
6508,PHC,1,-1
6509,PHC,1,-1
6510,Random,-1,1
6511,PHC,1,-1
6512,Random,-1,1
6513,PHC,1,-1
6514,PHC,1,-1
6515,Random,-1,1
6516,PHC,1,-1
6517,PHC,1,-1
6518,PHC,1,-1
6519,PHC,1,-1
6520,Random,-1,1
6521,PHC,1,-1
6522,PHC,1,-1
6523,PHC,1,-1
6524,PHC,1,-1
6525,PHC,1,-1
6526,PHC,1,-1
6527,Random,-1,1
6528,PHC,1,-1
6529,PHC,1,-1
6530,PHC,1,-1
6531,PHC,1,-1
6532,PHC,1,-1
6533,PHC,1,-1
6534,PHC,1,-1
6535,PHC,1,-1
6536,PHC,1,-1
6537,PHC,1,-1
6538,Random,-1,1
6539,PHC,1,-1
6540,PHC,1,-1
6541,PHC,1,-1
6542,Random,-1,1
6543,PHC,1,-1
6544,PHC,1,-1
6545,PHC,1,-1
6546,PHC,1,-1
6547,PHC,1,-1
6548,PHC,1,-1
6549,PHC,1,-1
6550,PHC,1,-1
6551,PHC,1,-1
6552,PHC,1,-1
6553,PHC,1,-1
6554,PHC,1,-1
6555,PHC,1,-1
6556,PHC,1,-1
6557,PHC,1,-1
6558,PHC,1,-1
6559,PHC,1,-1
6560,PHC,1,-1
6561,PHC,1,-1
6562,PHC,1,-1
6563,PHC,1,-1
6564,PHC,1,-1
6565,PHC,1,-1
6566,PHC,1,-1
6567,PHC,1,-1
6568,PHC,1,-1
6569,PHC,1,-1
6570,PHC,1,-1
6571,PHC,1,-1
6572,PHC,1,-1
6573,PHC,1,-1
6574,Random,-1,1
6575,PHC,1,-1
6576,PHC,1,-1
6577,PHC,1,-1
6578,PHC,1,-1
6579,PHC,1,-1
6580,PHC,1,-1
6581,PHC,1,-1
6582,PHC,1,-1
6583,Random,-1,1
6584,PHC,1,-1
6585,PHC,1,-1
6586,PHC,1,-1
6587,PHC,1,-1
6588,PHC,1,-1
6589,PHC,1,-1
6590,PHC,1,-1
6591,PHC,1,-1
6592,PHC,1,-1
6593,PHC,1,-1
6594,PHC,1,-1
6595,Random,-1,1
6596,PHC,1,-1
6597,PHC,1,-1
6598,PHC,1,-1
6599,Random,-1,1
6600,PHC,1,-1
6601,PHC,1,-1
6602,PHC,1,-1
6603,PHC,1,-1
6604,PHC,1,-1
6605,PHC,1,-1
6606,PHC,1,-1
6607,PHC,1,-1
6608,Random,-1,1
6609,PHC,1,-1
6610,Random,-1,1
6611,PHC,1,-1
6612,PHC,1,-1
6613,PHC,1,-1
6614,PHC,1,-1
6615,PHC,1,-1
6616,PHC,1,-1
6617,Random,-1,1
6618,PHC,1,-1
6619,PHC,1,-1
6620,PHC,1,-1
6621,PHC,1,-1
6622,PHC,1,-1
6623,PHC,1,-1
6624,Random,-1,1
6625,PHC,1,-1
6626,PHC,1,-1
6627,PHC,1,-1
6628,PHC,1,-1
6629,Random,-1,1
6630,PHC,1,-1
6631,PHC,1,-1
6632,PHC,1,-1
6633,PHC,1,-1
6634,PHC,1,-1
6635,PHC,1,-1
6636,PHC,1,-1
6637,PHC,1,-1
6638,PHC,1,-1
6639,PHC,1,-1
6640,PHC,1,-1
6641,PHC,1,-1
6642,PHC,1,-1
6643,PHC,1,-1
6644,PHC,1,-1
6645,PHC,1,-1
6646,PHC,1,-1
6647,PHC,1,-1
6648,PHC,1,-1
6649,Random,-1,1
6650,PHC,1,-1
6651,PHC,1,-1
6652,PHC,1,-1
6653,PHC,1,-1
6654,PHC,1,-1
6655,PHC,1,-1
6656,Random,-1,1
6657,PHC,1,-1
6658,PHC,1,-1
6659,Random,-1,1
6660,PHC,1,-1
6661,PHC,1,-1
6662,PHC,1,-1
6663,PHC,1,-1
6664,PHC,1,-1
6665,PHC,1,-1
6666,PHC,1,-1
6667,PHC,1,-1
6668,PHC,1,-1
6669,PHC,1,-1
6670,PHC,1,-1
6671,PHC,1,-1
6672,PHC,1,-1
6673,PHC,1,-1
6674,PHC,1,-1
6675,PHC,1,-1
6676,PHC,1,-1
6677,PHC,1,-1
6678,Random,-1,1
6679,Random,-1,1
6680,PHC,1,-1
6681,PHC,1,-1
6682,PHC,1,-1
6683,PHC,1,-1
6684,PHC,1,-1
6685,PHC,1,-1
6686,PHC,1,-1
6687,PHC,1,-1
6688,PHC,1,-1
6689,PHC,1,-1
6690,PHC,1,-1
6691,PHC,1,-1
6692,Random,-1,1
6693,PHC,1,-1
6694,PHC,1,-1
6695,PHC,1,-1
6696,PHC,1,-1
6697,PHC,1,-1
6698,PHC,1,-1
6699,PHC,1,-1
6700,PHC,1,-1
6701,PHC,1,-1
6702,Random,-1,1
6703,PHC,1,-1
6704,PHC,1,-1
6705,PHC,1,-1
6706,PHC,1,-1
6707,PHC,1,-1
6708,PHC,1,-1
6709,PHC,1,-1
6710,PHC,1,-1
6711,PHC,1,-1
6712,PHC,1,-1
6713,PHC,1,-1
6714,PHC,1,-1
6715,PHC,1,-1
6716,PHC,1,-1
6717,PHC,1,-1
6718,PHC,1,-1
6719,PHC,1,-1
6720,PHC,1,-1
6721,PHC,1,-1
6722,PHC,1,-1
6723,PHC,1,-1
6724,PHC,1,-1
6725,PHC,1,-1
6726,PHC,1,-1
6727,PHC,1,-1
6728,PHC,1,-1
6729,PHC,1,-1
6730,PHC,1,-1
6731,PHC,1,-1
6732,PHC,1,-1
6733,PHC,1,-1
6734,PHC,1,-1
6735,PHC,1,-1
6736,PHC,1,-1
6737,PHC,1,-1
6738,PHC,1,-1
6739,PHC,1,-1
6740,PHC,1,-1
6741,PHC,1,-1
6742,PHC,1,-1
6743,Random,-1,1
6744,PHC,1,-1
6745,PHC,1,-1
6746,PHC,1,-1
6747,Random,-1,1
6748,PHC,1,-1
6749,PHC,1,-1
6750,PHC,1,-1
6751,PHC,1,-1
6752,PHC,1,-1
6753,Random,-1,1
6754,Random,-1,1
6755,PHC,1,-1
6756,PHC,1,-1
6757,PHC,1,-1
6758,PHC,1,-1
6759,PHC,1,-1
6760,PHC,1,-1
6761,PHC,1,-1
6762,PHC,1,-1
6763,PHC,1,-1
6764,PHC,1,-1
6765,PHC,1,-1
6766,PHC,1,-1
6767,PHC,1,-1
6768,PHC,1,-1
6769,PHC,1,-1
6770,PHC,1,-1
6771,PHC,1,-1
6772,PHC,1,-1
6773,PHC,1,-1
6774,Random,-1,1
6775,PHC,1,-1
6776,PHC,1,-1
6777,PHC,1,-1
6778,PHC,1,-1
6779,PHC,1,-1
6780,PHC,1,-1
6781,PHC,1,-1
6782,Random,-1,1
6783,PHC,1,-1
6784,Random,-1,1
6785,PHC,1,-1
6786,PHC,1,-1
6787,PHC,1,-1
6788,PHC,1,-1
6789,PHC,1,-1
6790,PHC,1,-1
6791,PHC,1,-1
6792,PHC,1,-1
6793,PHC,1,-1
6794,PHC,1,-1
6795,PHC,1,-1
6796,PHC,1,-1
6797,PHC,1,-1
6798,Random,-1,1
6799,PHC,1,-1
6800,Random,-1,1
6801,PHC,1,-1
6802,Random,-1,1
6803,PHC,1,-1
6804,PHC,1,-1
6805,PHC,1,-1
6806,PHC,1,-1
6807,PHC,1,-1
6808,PHC,1,-1
6809,PHC,1,-1
6810,PHC,1,-1
6811,PHC,1,-1
6812,PHC,1,-1
6813,PHC,1,-1
6814,Random,-1,1
6815,PHC,1,-1
6816,PHC,1,-1
6817,PHC,1,-1
6818,PHC,1,-1
6819,PHC,1,-1
6820,PHC,1,-1
6821,PHC,1,-1
6822,PHC,1,-1
6823,PHC,1,-1
6824,PHC,1,-1
6825,PHC,1,-1
6826,PHC,1,-1
6827,PHC,1,-1
6828,PHC,1,-1
6829,PHC,1,-1
6830,PHC,1,-1
6831,PHC,1,-1
6832,PHC,1,-1
6833,PHC,1,-1
6834,PHC,1,-1
6835,PHC,1,-1
6836,PHC,1,-1
6837,PHC,1,-1
6838,PHC,1,-1
6839,Random,-1,1
6840,PHC,1,-1
6841,PHC,1,-1
6842,PHC,1,-1
6843,PHC,1,-1
6844,PHC,1,-1
6845,PHC,1,-1
6846,PHC,1,-1
6847,PHC,1,-1
6848,PHC,1,-1
6849,PHC,1,-1
6850,PHC,1,-1
6851,PHC,1,-1
6852,PHC,1,-1
6853,PHC,1,-1
6854,PHC,1,-1
6855,PHC,1,-1
6856,PHC,1,-1
6857,PHC,1,-1
6858,PHC,1,-1
6859,Random,-1,1
6860,PHC,1,-1
6861,PHC,1,-1
6862,PHC,1,-1
6863,PHC,1,-1
6864,PHC,1,-1
6865,Random,-1,1
6866,PHC,1,-1
6867,Random,-1,1
6868,PHC,1,-1
6869,PHC,1,-1
6870,Random,-1,1
6871,PHC,1,-1
6872,PHC,1,-1
6873,PHC,1,-1
6874,PHC,1,-1
6875,PHC,1,-1
6876,PHC,1,-1
6877,PHC,1,-1
6878,PHC,1,-1
6879,Random,-1,1
6880,PHC,1,-1
6881,PHC,1,-1
6882,PHC,1,-1
6883,PHC,1,-1
6884,PHC,1,-1
6885,Random,-1,1
6886,Random,-1,1
6887,PHC,1,-1
6888,PHC,1,-1
6889,Random,-1,1
6890,PHC,1,-1
6891,PHC,1,-1
6892,PHC,1,-1
6893,PHC,1,-1
6894,PHC,1,-1
6895,PHC,1,-1
6896,PHC,1,-1
6897,PHC,1,-1
6898,Random,-1,1
6899,PHC,1,-1
6900,PHC,1,-1
6901,PHC,1,-1
6902,PHC,1,-1
6903,PHC,1,-1
6904,PHC,1,-1
6905,PHC,1,-1
6906,PHC,1,-1
6907,PHC,1,-1
6908,PHC,1,-1
6909,PHC,1,-1
6910,PHC,1,-1
6911,PHC,1,-1
6912,PHC,1,-1
6913,PHC,1,-1
6914,PHC,1,-1
6915,Random,-1,1
6916,PHC,1,-1
6917,PHC,1,-1
6918,PHC,1,-1
6919,PHC,1,-1
6920,PHC,1,-1
6921,PHC,1,-1
6922,PHC,1,-1
6923,PHC,1,-1
6924,PHC,1,-1
6925,PHC,1,-1
6926,PHC,1,-1
6927,PHC,1,-1
6928,PHC,1,-1
6929,PHC,1,-1
6930,PHC,1,-1
6931,PHC,1,-1
6932,PHC,1,-1
6933,PHC,1,-1
6934,Random,-1,1
6935,PHC,1,-1
6936,PHC,1,-1
6937,PHC,1,-1
6938,PHC,1,-1
6939,PHC,1,-1
6940,Random,-1,1
6941,PHC,1,-1
6942,PHC,1,-1
6943,Random,-1,1
6944,PHC,1,-1
6945,PHC,1,-1
6946,PHC,1,-1
6947,PHC,1,-1
6948,PHC,1,-1
6949,PHC,1,-1
6950,PHC,1,-1
6951,PHC,1,-1
6952,PHC,1,-1
6953,PHC,1,-1
6954,PHC,1,-1
6955,Random,-1,1
6956,Random,-1,1
6957,PHC,1,-1
6958,PHC,1,-1
6959,Random,-1,1
6960,Random,-1,1
6961,PHC,1,-1
6962,PHC,1,-1
6963,PHC,1,-1
6964,PHC,1,-1
6965,PHC,1,-1
6966,PHC,1,-1
6967,PHC,1,-1
6968,PHC,1,-1
6969,Random,-1,1
6970,PHC,1,-1
6971,PHC,1,-1
6972,PHC,1,-1
6973,Random,-1,1
6974,PHC,1,-1
6975,PHC,1,-1
6976,PHC,1,-1
6977,PHC,1,-1
6978,PHC,1,-1
6979,PHC,1,-1
6980,PHC,1,-1
6981,PHC,1,-1
6982,PHC,1,-1
6983,PHC,1,-1
6984,PHC,1,-1
6985,PHC,1,-1
6986,Random,-1,1
6987,PHC,1,-1
6988,PHC,1,-1
6989,PHC,1,-1
6990,PHC,1,-1
6991,PHC,1,-1
6992,PHC,1,-1
6993,PHC,1,-1
6994,PHC,1,-1
6995,PHC,1,-1
6996,PHC,1,-1
6997,PHC,1,-1
6998,PHC,1,-1
6999,PHC,1,-1
7000,PHC,1,-1
7001,PHC,1,-1
7002,PHC,1,-1
7003,PHC,1,-1
7004,PHC,1,-1
7005,PHC,1,-1
7006,PHC,1,-1
7007,Random,-1,1
7008,Random,-1,1
7009,Random,-1,1
7010,PHC,1,-1
7011,PHC,1,-1
7012,Random,-1,1
7013,PHC,1,-1
7014,PHC,1,-1
7015,PHC,1,-1
7016,PHC,1,-1
7017,PHC,1,-1
7018,PHC,1,-1
7019,PHC,1,-1
7020,PHC,1,-1
7021,PHC,1,-1
7022,PHC,1,-1
7023,PHC,1,-1
7024,PHC,1,-1
7025,PHC,1,-1
7026,PHC,1,-1
7027,PHC,1,-1
7028,Random,-1,1
7029,PHC,1,-1
7030,PHC,1,-1
7031,PHC,1,-1
7032,PHC,1,-1
7033,Random,-1,1
7034,PHC,1,-1
7035,PHC,1,-1
7036,PHC,1,-1
7037,PHC,1,-1
7038,PHC,1,-1
7039,PHC,1,-1
7040,Random,-1,1
7041,PHC,1,-1
7042,PHC,1,-1
7043,PHC,1,-1
7044,PHC,1,-1
7045,PHC,1,-1
7046,Random,-1,1
7047,PHC,1,-1
7048,PHC,1,-1
7049,Random,-1,1
7050,PHC,1,-1
7051,PHC,1,-1
7052,PHC,1,-1
7053,PHC,1,-1
7054,Random,-1,1
7055,Random,-1,1
7056,PHC,1,-1
7057,PHC,1,-1
7058,PHC,1,-1
7059,PHC,1,-1
7060,PHC,1,-1
7061,PHC,1,-1
7062,PHC,1,-1
7063,PHC,1,-1
7064,PHC,1,-1
7065,PHC,1,-1
7066,PHC,1,-1
7067,Random,-1,1
7068,PHC,1,-1
7069,PHC,1,-1
7070,PHC,1,-1
7071,PHC,1,-1
7072,PHC,1,-1
7073,PHC,1,-1
7074,PHC,1,-1
7075,PHC,1,-1
7076,PHC,1,-1
7077,PHC,1,-1
7078,PHC,1,-1
7079,PHC,1,-1
7080,PHC,1,-1
7081,PHC,1,-1
7082,PHC,1,-1
7083,PHC,1,-1
7084,PHC,1,-1
7085,PHC,1,-1
7086,PHC,1,-1
7087,PHC,1,-1
7088,PHC,1,-1
7089,PHC,1,-1
7090,PHC,1,-1
7091,Random,-1,1
7092,PHC,1,-1
7093,Random,-1,1
7094,Random,-1,1
7095,PHC,1,-1
7096,PHC,1,-1
7097,PHC,1,-1
7098,Random,-1,1
7099,PHC,1,-1
7100,PHC,1,-1
7101,PHC,1,-1
7102,PHC,1,-1
7103,Random,-1,1
7104,PHC,1,-1
7105,PHC,1,-1
7106,PHC,1,-1
7107,PHC,1,-1
7108,PHC,1,-1
7109,PHC,1,-1
7110,PHC,1,-1
7111,PHC,1,-1
7112,PHC,1,-1
7113,PHC,1,-1
7114,PHC,1,-1
7115,PHC,1,-1
7116,PHC,1,-1
7117,PHC,1,-1
7118,PHC,1,-1
7119,PHC,1,-1
7120,Random,-1,1
7121,PHC,1,-1
7122,PHC,1,-1
7123,PHC,1,-1
7124,PHC,1,-1
7125,PHC,1,-1
7126,Random,-1,1
7127,PHC,1,-1
7128,PHC,1,-1
7129,PHC,1,-1
7130,PHC,1,-1
7131,PHC,1,-1
7132,PHC,1,-1
7133,PHC,1,-1
7134,PHC,1,-1
7135,PHC,1,-1
7136,PHC,1,-1
7137,PHC,1,-1
7138,PHC,1,-1
7139,PHC,1,-1
7140,PHC,1,-1
7141,PHC,1,-1
7142,Random,-1,1
7143,PHC,1,-1
7144,PHC,1,-1
7145,PHC,1,-1
7146,PHC,1,-1
7147,PHC,1,-1
7148,PHC,1,-1
7149,PHC,1,-1
7150,PHC,1,-1
7151,PHC,1,-1
7152,PHC,1,-1
7153,PHC,1,-1
7154,PHC,1,-1
7155,PHC,1,-1
7156,PHC,1,-1
7157,Random,-1,1
7158,PHC,1,-1
7159,PHC,1,-1
7160,PHC,1,-1
7161,PHC,1,-1
7162,PHC,1,-1
7163,Random,-1,1
7164,Random,-1,1
7165,PHC,1,-1
7166,PHC,1,-1
7167,PHC,1,-1
7168,PHC,1,-1
7169,PHC,1,-1
7170,PHC,1,-1
7171,PHC,1,-1
7172,PHC,1,-1
7173,PHC,1,-1
7174,PHC,1,-1
7175,PHC,1,-1
7176,PHC,1,-1
7177,PHC,1,-1
7178,PHC,1,-1
7179,PHC,1,-1
7180,PHC,1,-1
7181,PHC,1,-1
7182,Random,-1,1
7183,PHC,1,-1
7184,PHC,1,-1
7185,PHC,1,-1
7186,PHC,1,-1
7187,PHC,1,-1
7188,Random,-1,1
7189,PHC,1,-1
7190,Random,-1,1
7191,PHC,1,-1
7192,PHC,1,-1
7193,PHC,1,-1
7194,PHC,1,-1
7195,PHC,1,-1
7196,PHC,1,-1
